"","EVENT_DATE","EVENT_TYPE","JULIAN_DAY","DOY","WOY","AREA","ID","WEEK","MIN","P25","P50","P75","MAX","MEDIAN","MEAN","SE.MEAN","CI.MEAN.0.95","VAR","STD.DEV","COEF.VAR","SKEWNESS","SKEW.2SE","KURTOSIS","KURT.2SE","NORMTEST.W","NORMTEST.P","ENTROPY"
"1","10/07/2020",1,2459040.5,192,28,1.3,"1",1,0.027,0.0331,0.0342,0.0362,0.0418,0.0342,0.0345690721649485,0.000280008900910709,0.000555813275394403,7.60528350515464e-06,0.00275776784830679,0.0797755819174992,0.0661296418629987,0.134972069439304,0.0159296835037259,0.0164111965098669,0.99329263955028,0.913881805202062,4.57155700528566
"2","10/07/2020",1,2459040.5,192,28,1.3,"1",3,0.0269,0.0311,0.033,0.0347,0.0448,0.033,0.0331773195876289,0.000330210365738883,0.000655462395493776,1.05767719072165e-05,0.00325219493684135,0.0980246438610437,0.822977660175755,1.67971570338096,1.04626458077702,1.07789044474292,0.957025455961351,0.00299363158862319,4.57005720807087
"3","10/07/2020",1,2459040.5,192,28,1.3,"1",4,0.023,0.0255,0.0274,0.0285,0.0383,0.0274,0.0277175257731959,0.000335288542932272,0.000665542497553784,1.09045854810997e-05,0.00330220918191135,0.119137949358551,1.11060793723255,2.26677549433195,0.972464364697229,1.00185943959001,0.90502200225379,3.32188241145981e-06,4.56794212649082
"4","10/07/2020",1,2459040.5,192,28,1.3,"1",5,0.0145,0.0193,0.0542,0.0959,0.1552,0.0542,0.0607226804123711,0.00430503019962253,0.00854541740688112,0.00179772864690722,0.0423996302685202,0.698250307472957,0.532890504171764,1.08764136786988,-1.05859697184278,-1.09059561199684,0.88447798191597,3.93708838522041e-07,4.33146976742922
"5","10/07/2020",1,2459040.5,192,28,1.3,"1",8,0.0689,0.0723,0.0751,0.0784,0.0929,0.0751,0.0757360824742268,0.000429251990568255,0.000852058466967772,1.78729553264605e-05,0.00422764181624466,0.0558207089425749,0.937758465811591,1.91398587984244,1.38645699891705,1.42836599712643,0.943669030098975,0.000407207777971295,4.57319300048301
"6","10/07/2020",1,2459040.5,192,28,1.3,"1",10,0.0192,0.0343,0.0439,0.0485,0.0592,0.0439,0.0417618556701031,0.000953434111527147,0.00189255175345174,8.81765506872852e-05,0.00939023698781267,0.224852005188435,-0.31613558740651,-0.645239763192204,-0.711154917345181,-0.732651285556309,0.974670935775461,0.0573194015109429,4.54851589472848
"7","10/07/2020",1,2459040.5,192,28,1.3,"1",11,0.04075,0.0502,0.05345,0.05605,0.073,0.05345,0.0534365979381443,0.000546765022317785,0.00108531999139003,2.93858086340206e-05,0.00538501095580374,0.101923596155668,0.711585534133139,1.45236189731675,1.74821762363035,1.80106170701381,0.955051752844181,0.00877252335308467,4.56948495459801
"8","10/07/2020",1,2459040.5,192,28,1.3,"1",12,0.031,0.038,0.0413,0.0437,0.0545,0.0413,0.0412556701030928,0.000419040409561793,0.000831788638874104,1.70327018900344e-05,0.0041270694069805,0.100036416731748,0.365160237018047,0.745300163115649,0.386705510708307,0.398394615071799,0.984573953838431,0.315813519036017,4.56979310501183
"9","10/07/2020",1,2459040.5,192,28,1.3,"1",13,0.0298,0.035,0.038,0.04,0.0458,0.038,0.0375536082474227,0.000365777375158696,0.000726062351199876,1.29779295532646e-05,0.00360248935505223,0.0959292468334109,-0.208030850839083,-0.424595592142179,-0.582531395073335,-0.600139807892564,0.980977030812952,0.172684506505046,4.57010905106511
"10","10/07/2020",1,2459040.5,192,28,1.3,"1",14,0.0259,0.0297,0.0321,0.0341,0.0386,0.0321,0.031880412371134,0.000315747351503102,0.000626753539138425,9.67054982817869e-06,0.00310975076624779,0.0975442453518417,-0.03027012523411,-0.061781998661038,-0.902650235213547,-0.929935010089952,0.975573775151916,0.067157647945115,4.56998196880832
"11","09/09/2020",1,2459101.5,253,37,1.3,"1",1,0.0192,0.0343,0.0439,0.0485,0.0592,0.0439,0.0417618556701031,0.000953434111527147,0.00189255175345174,8.81765506872852e-05,0.00939023698781267,0.224852005188435,-0.31613558740651,-0.645239763192204,-0.711154917345181,-0.732651285556309,0.974670935775461,0.0573194015109429,4.54851589472848
"12","09/09/2020",1,2459101.5,253,37,1.3,"1",2,0.04075,0.0502,0.05345,0.05605,0.073,0.05345,0.0534365979381443,0.000546765022317785,0.00108531999139003,2.93858086340206e-05,0.00538501095580374,0.101923596155668,0.711585534133139,1.45236189731675,1.74821762363035,1.80106170701381,0.955051752844181,0.00877252335308467,4.56948495459801
"13","09/09/2020",1,2459101.5,253,37,1.3,"1",3,0.031,0.038,0.0413,0.0437,0.0545,0.0413,0.0412556701030928,0.000419040409561793,0.000831788638874104,1.70327018900344e-05,0.0041270694069805,0.100036416731748,0.365160237018047,0.745300163115649,0.386705510708307,0.398394615071799,0.984573953838431,0.315813519036017,4.56979310501183
"14","09/09/2020",1,2459101.5,253,37,1.3,"1",4,0.0298,0.035,0.038,0.04,0.0458,0.038,0.0375536082474227,0.000365777375158696,0.000726062351199876,1.29779295532646e-05,0.00360248935505223,0.0959292468334109,-0.208030850839083,-0.424595592142179,-0.582531395073335,-0.600139807892564,0.980977030812952,0.172684506505046,4.57010905106511
"15","09/09/2020",1,2459101.5,253,37,1.3,"1",5,0.0259,0.0297,0.0321,0.0341,0.0386,0.0321,0.031880412371134,0.000315747351503102,0.000626753539138425,9.67054982817869e-06,0.00310975076624779,0.0975442453518417,-0.03027012523411,-0.061781998661038,-0.902650235213547,-0.929935010089952,0.975573775151916,0.067157647945115,4.56998196880832
