FID,acq_date,b08_mean,b08_count,b08_std,b11_mean,b11_count,b11_std,b04_mean,b04_count,b04_std,red,green,blue,class
390,2020-11-18,4219.372623574143,263,950.2843637943852,1971.3992395437267,263,258.90243291713523,256.64258555133085,263,118.79757629576211,31.0,0.0,0.0,3.0
12329,2020-01-18,4429.414634146337,246,473.1005316960548,2127.8617886178868,246,79.62794353161142,555.5406504065045,246,131.19440464511987,178.0,55.0,16.0,5.0
3295,2020-05-05,6615.751111111114,225,681.3703172331103,1889.6311111111106,225,71.19403761596536,244.53777777777802,225,59.60599535734372,171.0,61.0,23.0,5.0
1835,2020-07-01,2150.076923076923,26,247.74760109061367,1409.2307692307693,26,319.14226391279584,578.5769230769231,26,121.22447709169072,167.0,37.0,14.0,5.0
10787,2020-04-17,4340.366366366365,333,526.2817036877267,2317.4834834834865,333,192.1952066711008,542.4204204204196,333,111.61518364588484,206.0,54.0,15.0,5.0
12372,2020-03-31,3762.6801718845927,1629,187.26156398842275,2148.3848987108627,1629,69.50579169347138,379.6734192756292,1629,51.61410785473724,181.0,38.0,8.0,5.0
5434,2020-03-03,4260.079470198675,302,562.5264322847303,1740.2052980132446,302,140.07023951723593,300.4735099337748,302,47.88570584406461,233.0,78.0,3.0,5.0
3745,2020-04-20,6013.072941176474,425,366.8254132662837,1685.4211764705888,425,44.22881140214595,179.5976470588235,425,59.018309392147245,178.0,80.0,15.0,5.0
2447,2019-10-18,5523.886010362693,193,481.110052661572,2566.243523316063,193,144.5066238822805,591.6891191709842,193,184.67603034252807,252.0,89.0,7.0,5.0
5579,2020-09-10,3808.2857142857147,42,344.75288326952153,2471.904761904762,42,200.16880796989392,525.4999999999999,42,135.95879038490617,252.0,95.0,9.0,5.0
1005,2020-04-12,3387.9076923076923,130,432.33907605553736,2600.900000000001,130,221.7425999219704,682.1615384615384,130,73.46937386993025,146.0,85.0,14.0,7.0
12706,2020-04-05,2657.469387755103,98,148.0723008186352,3169.6224489795923,98,244.51962227276348,1818.6326530612241,98,233.50994538325062,215.0,60.0,11.0,5.0
9626,2019-10-28,4248.309392265192,181,404.9857519718238,2443.403314917125,181,229.9778438363501,866.60773480663,181,216.8310036919598,164.0,67.0,10.0,5.0
3647,2020-04-25,4584.30303030303,33,393.36929888214485,1916.4242424242425,33,79.50865923872323,393.8484848484849,33,73.98315737894386,66.0,37.0,43.0,2.0
8651,2020-05-27,3691.9057591623027,191,493.18438050812586,2708.083769633509,191,365.38481992267447,1078.9267015706807,191,255.49929419844815,225.0,85.0,15.0,5.0
7770,2020-11-03,5793.716937354987,431,744.3370602247935,2561.1809744779607,431,281.32607863635457,469.3062645011599,431,35.287047926433786,119.0,72.0,37.0,7.0
9165,2020-04-12,3362.426966292136,89,420.1287380521392,1800.9550561797753,89,116.31490466835356,479.7078651685392,89,90.23267930583063,136.0,70.0,31.0,7.0
5523,2020-11-18,4159.1125,160,249.01887952219727,2101.2249999999995,160,67.47046407141863,286.8374999999998,160,51.23823841109002,88.0,63.0,38.0,3.0
10940,2019-10-23,2678.387096774193,31,993.8208315190874,1343.3225806451612,31,358.4749537598384,349.9354838709677,31,121.707555362262,102.0,16.0,5.0,2.0
10178,2020-05-15,3366.961538461538,416,192.7501371844268,2093.802884615383,416,165.9932778181559,558.2427884615388,416,108.89823345249093,81.0,13.0,25.0,2.0
13737,2020-04-20,4749.293768545998,674,366.07840210007316,1717.2937685459933,674,101.77176219720751,223.89614243323433,674,51.88386749029857,152.0,65.0,9.0,7.0
1663,2020-05-28,4977.307692307692,78,577.1643018834684,1994.166666666667,78,122.29721266287396,451.3076923076922,78,114.41486458830968,0.0,23.0,28.0,3.0
5716,2020-09-17,2485.3850174216045,574,473.1350122428421,2915.578397212545,574,204.91247853804074,753.6027874564464,574,149.67942145424053,78.0,3.0,5.0,3.0
6236,2020-04-10,4522.082051282052,390,234.83972204413368,1650.3487179487186,390,125.52377230948946,298.08205128205094,390,71.02165523620901,205.0,84.0,30.0,5.0
13583,2020-08-28,3864.957317073171,328,623.1286538697398,2401.658536585368,328,158.586645165231,446.7164634146341,328,91.0527056277474,73.0,6.0,8.0,3.0
14452,2020-11-19,1179.6909090909094,55,84.88049828964819,647.6000000000004,55,31.75578104266409,542.2000000000002,55,57.26074215893983,255.0,87.0,24.0,5.0
7302,2020-11-18,1698.0000000000002,31,623.3366666577543,1955.7096774193546,31,444.6806489717001,498.9032258064517,31,189.540207667346,216.0,87.0,39.0,5.0
4008,2020-03-31,2760.4074074074083,54,301.46644849259195,1893.4259259259256,54,63.12658796115202,333.7962962962963,54,39.81342317948865,235.0,98.0,38.0,5.0
2155,2020-11-03,3564.48623853211,109,784.1887836611662,1677.5321100917429,109,251.96941204746128,258.2385321100918,109,81.2551877640197,93.0,16.0,15.0,3.0
14304,2020-11-08,3434.2566037735864,265,616.0420481730201,1895.8867924528306,265,283.7761508692595,387.7811320754715,265,89.46925376868677,133.0,49.0,9.0,7.0
3642,2020-05-15,3209.052631578947,38,341.12397265894026,2505.921052631579,38,341.46365257710005,860.2894736842105,38,139.04965239851532,0.0,0.0,27.0,3.0
327,2019-10-28,4259.547945205478,73,618.4184586753871,1666.6986301369864,73,163.49207294166928,352.31506849315076,73,62.310351537090504,26.0,80.0,54.0,4.0
4937,2020-04-17,4817.416666666666,48,338.68379989609264,1845.9375000000007,48,55.276637460469416,346.47916666666663,48,29.8371392041282,188.0,91.0,21.0,7.0
10822,2020-08-16,1768.3703703703704,81,84.66292642657181,2051.8148148148152,81,34.56881221242322,869.5679012345681,81,46.5255140411165,172.0,65.0,8.0,7.0
13858,2019-12-02,1199.622641509434,53,106.0232605855712,309.9433962264152,53,16.519702798522847,1.3773584905660377,53,2.7472112789737806,217.0,83.0,12.0,5.0
475,2019-11-19,2657.184501845018,271,638.7799678406277,1741.1217712177124,271,328.5072127374905,594.2029520295201,271,202.25780978959227,78.0,17.0,31.0,3.0
2706,2020-05-25,4482.074324324325,296,361.7496951136186,2853.013513513512,296,293.835927618014,690.9560810810809,296,152.71014339296033,217.0,87.0,16.0,5.0
2038,2020-05-27,3918.9957983193294,476,170.6640651695706,3264.1533613445345,476,316.2707294795395,1095.411764705882,476,179.4129684576174,111.0,44.0,10.0,7.0
9880,2020-11-08,3402.459459459466,814,212.6476685735568,1383.5368550368564,814,85.692637007677,233.77149877149887,814,50.925596291575424,175.0,63.0,27.0,7.0
3120,2020-11-08,3961.765625,128,555.6932604899372,1954.3203125,128,76.56441203622455,725.7734375000003,128,78.89983831243467,37.0,7.0,31.0,3.0
9792,2020-04-15,4807.201458523242,1097,640.9574075132033,1920.421148587056,1097,230.3855967762835,356.69006381039185,1097,139.95340276964515,225.0,95.0,16.0,5.0
2739,2020-01-16,1722.4257425742571,101,652.8725196626772,1108.2376237623757,101,295.97834882014115,240.67326732673263,101,104.32507933482636,225.0,80.0,14.0,5.0
14114,2020-09-14,3729.875,16,518.9206586752931,2193.125,16,202.89533426539575,447.0,16,84.23775875461075,216.0,81.0,13.0,5.0
12815,2020-11-18,2803.037037037037,54,837.6948371046643,1598.962962962963,54,272.6834478902585,304.6851851851852,54,301.3447736506621,179.0,57.0,7.0,5.0
12522,2020-09-19,4971.503105590063,322,144.57742158250974,1922.7857142857144,322,87.97638833412566,275.0714285714286,322,91.00620219771437,131.0,52.0,10.0,7.0
375,2020-05-10,4115.980519480521,154,188.351759320013,1994.077922077922,154,111.27523037496016,485.8636363636365,154,63.97774001997085,66.0,14.0,30.0,3.0
12106,2020-04-27,4587.5999999999985,170,702.7339880695724,1665.7,170,135.12540088561076,348.2529411764708,170,43.199696164380015,193.0,73.0,16.0,5.0
11747,2020-04-07,3461.025210084033,238,905.6810614205084,1699.9159663865548,238,383.29414027851647,413.50000000000006,238,80.5642941086935,229.0,82.0,20.0,5.0
8786,2020-05-05,2856.776315789475,76,267.3708335469276,2637.9605263157896,76,227.0635999473553,981.5921052631579,76,293.2203802662919,113.0,26.0,11.0,7.0
11514,2020-09-17,5595.922077922075,154,539.7276671366569,2225.3051948051957,154,73.27763730975785,271.67532467532465,154,53.122854665411126,56.0,73.0,74.0,4.0
8708,2019-11-22,1478.6938775510205,49,440.3079984549465,1319.5918367346942,49,162.98081665840144,607.5714285714288,49,39.4176356470045,143.0,82.0,24.0,7.0
4810,2020-09-04,1991.5,128,70.44694211634247,906.3125,128,35.0027557970201,595.9374999999998,128,63.07809807447381,215.0,62.0,6.0,5.0
13869,2020-02-05,2928.7402862985687,489,285.91971250814026,1300.7218813905936,489,284.96556513236334,571.1370143149286,489,292.1335164518272,20.0,72.0,49.0,4.0
6715,2020-09-22,3022.471774193549,248,275.6429495512725,2302.7540322580644,248,296.05968319928945,511.0322580645158,248,84.95332707501994,41.0,0.0,6.0,3.0
3104,2019-10-30,4409.744906997339,1129,493.26720001897,1917.8786536758173,1129,243.735902257443,390.4596988485386,1129,114.8494482317136,96.0,30.0,30.0,2.0
12988,2019-10-30,3004.5,16,919.9965217325553,2252.7499999999995,16,326.82339777521037,660.4999999999999,16,226.5727256313081,159.0,63.0,12.0,7.0
7682,2020-04-20,5345.11111111111,18,398.13637759365645,1689.888888888889,18,108.07289962792214,305.7777777777778,18,121.44015982491399,136.0,64.0,17.0,7.0
5528,2020-06-24,3981.109090909093,110,375.68333692269164,3391.2090909090916,110,314.4004078088301,576.6272727272726,110,43.33798450263489,88.0,47.0,15.0,7.0
12160,2020-09-17,4983.992031872506,251,408.93655245802506,1874.247011952192,251,204.09182918734345,279.46215139442245,251,68.58910672805838,36.0,0.0,59.0,3.0
1720,2020-04-05,3403.8188405797105,276,192.7392863857005,2496.579710144929,276,108.25157981424265,708.586956521739,276,78.5338123599922,121.0,50.0,14.0,7.0
613,2020-06-24,3253.176991150441,226,304.21462394795435,2584.508849557521,226,236.46408684149404,454.0398230088496,226,164.827730158799,94.0,19.0,9.0,7.0
13433,2020-11-11,3182.5419501133783,441,886.299497238022,1757.972789115647,441,394.5676911434191,270.75510204081627,441,122.198604654848,151.0,73.0,62.0,7.0
9898,2020-04-05,2413.8757763975154,161,398.82613313579367,2500.490683229813,161,175.5526672402198,560.7142857142857,161,112.05754261602765,202.0,121.0,23.0,4.0
10828,2019-12-12,3175.1780104712057,191,793.15004204635,1325.973821989529,191,269.2026517925811,294.56020942408384,191,74.87565332608824,64.0,67.0,43.0,4.0
4647,2020-03-31,4753.977528089886,356,507.28144761978433,2002.01404494382,356,106.27563060899166,385.8735955056178,356,121.69596509563095,239.0,89.0,8.0,5.0
3846,2020-04-20,1824.1395348837198,387,215.3709323717199,2399.0077519379856,387,309.72003477294083,1256.1085271317834,387,189.38709052264701,116.0,89.0,32.0,4.0
8059,2020-04-07,4961.021739130436,92,512.2052726011897,2087.1956521739135,92,140.2131218585773,399.391304347826,92,88.70706904964727,80.0,58.0,34.0,7.0
8630,2020-08-05,4247.6,5,268.29330964450094,2552.4,5,107.48860404712677,440.0,5,114.22127647684559,121.0,68.0,21.0,7.0
414,2020-06-24,5201.678815489756,439,421.82954345123153,2372.7722095671993,439,156.54267818556247,296.0432801822327,439,82.46953467763983,74.0,63.0,25.0,4.0
7881,2020-04-10,4351.051724137932,116,158.9332835050519,1907.96551724138,116,109.40756917098557,218.30172413793102,116,73.30510627300906,169.0,80.0,12.0,7.0
5277,2020-11-03,3935.6865203761763,319,190.4810911234761,1706.830721003135,319,50.24439825887807,315.97492163009395,319,119.95821860908457,91.0,16.0,3.0,3.0
2841,2020-09-19,3061.622950819673,122,302.72403295751644,2553.352459016393,122,421.4056941279865,605.3114754098361,122,165.09506812778883,85.0,13.0,18.0,3.0
8607,2020-07-24,4084.9811320754716,53,487.2586775706765,2477.509433962264,53,214.37338226718708,556.2075471698112,53,100.05063304504415,115.0,10.0,2.0,7.0
9019,2020-05-30,3756.8246013667413,439,341.4594833272633,2621.610478359909,439,284.5544478148818,489.3507972665155,439,139.29747067381004,87.0,3.0,3.0,7.0
5266,2020-07-21,4624.271739130436,92,214.28040083394882,2929.728260869565,92,49.7256436067651,456.14130434782606,92,43.950166965575434,228.0,89.0,14.0,5.0
10156,2019-12-04,4407.623762376237,101,774.9460220103737,1538.7920792079212,101,139.55173354936736,407.92079207920784,101,49.30287682647271,153.0,61.0,11.0,7.0
4395,2020-06-26,3838.333333333334,24,494.27106334274833,1963.958333333333,24,135.2307140204945,319.5416666666667,24,58.04868958313219,198.0,71.0,9.0,5.0
11021,2020-06-21,4398.6017699115055,113,376.5547659803998,2375.0353982300885,113,511.0342616624842,567.7787610619467,113,384.38633222582564,189.0,66.0,14.0,5.0
11689,2020-04-10,3030.2474226804125,97,243.5416644251997,1864.164948453608,97,149.71568057017643,395.56701030927843,97,65.40051401691716,44.0,2.0,0.0,3.0
7790,2020-02-17,2727.3636363636365,44,504.7907736464312,2112.5227272727275,44,291.1593097558539,681.0227272727274,44,244.38356133924825,64.0,21.0,37.0,3.0
13656,2020-07-21,1318.622641509434,106,223.24142186176087,481.8490566037735,106,93.95457792671532,137.50943396226418,106,44.100803422768756,45.0,0.0,0.0,3.0
7286,2020-09-19,2936.368600682591,293,136.51965826538742,2486.757679180887,293,106.19099159516891,631.6211604095563,293,71.92873539386864,62.0,28.0,41.0,3.0
2432,2020-03-31,3180.1519756838893,987,400.2347754257354,2652.743667679831,987,218.74394375371486,956.995947315096,987,178.09085581448468,42.0,0.0,18.0,3.0
9557,2019-10-10,1607.818181818182,11,96.8481473047556,871.7272727272727,11,56.651727085925465,623.8181818181818,11,81.60614950090242,59.0,0.0,13.0,3.0
13360,2019-12-07,2758.5161290322585,62,563.0915757551426,964.5322580645164,62,146.9664529293023,111.95161290322581,62,51.94935346301,31.0,0.0,37.0,3.0
12353,2020-09-17,3816.0162601626007,615,1215.1592406722666,2344.6813008130052,615,222.55264551194145,519.9040650406504,615,172.65728013640202,137.0,18.0,7.0,5.0
13537,2020-02-25,3225.1499999999987,160,413.0414601450349,1784.2625,160,207.69954374455924,394.3812499999999,160,75.47708818704498,99.0,32.0,9.0,7.0
2021,2020-05-27,3594.166666666666,60,245.01056128510655,2733.4500000000007,60,394.33567499818116,844.65,60,154.6162910486056,221.0,60.0,28.0,5.0
12657,2019-12-14,1761.644670050761,197,259.2268245491477,788.3705583756346,197,212.3887938216448,469.76649746192885,197,109.06118996951946,214.0,99.0,90.0,5.0
11039,2020-05-05,4664.623134328362,268,1232.7048711625541,1644.444029850746,268,372.46882663943376,253.11940298507463,268,69.23623402175265,92.0,34.0,38.0,7.0
5534,2019-12-02,2028.6938775510205,49,165.83553651153304,1395.7346938775513,49,114.79325174529421,820.6938775510208,49,86.1048788981671,131.0,46.0,35.0,7.0
9505,2020-12-18,3985.916666666666,12,886.4278115850807,1673.75,12,226.21394740377968,299.3333333333333,12,58.96120964179961,48.0,11.0,31.0,3.0
1452,2020-05-07,4857.441810344831,464,415.14650782168775,2573.950431034485,464,118.13088852991709,488.3577586206895,464,61.98806078991768,51.0,18.0,17.0,3.0
4819,2020-05-07,4705.030303030304,231,675.2089750198078,1857.6623376623386,231,194.2937227648284,335.26406926406935,231,190.47187275832817,155.0,49.0,13.0,7.0
4870,2020-03-31,3396.0084745762706,118,308.85001742091765,1823.9067796610173,118,84.4202944053709,470.5593220338982,118,48.12653236505982,165.0,40.0,15.0,7.0
9915,2020-03-28,3871.0143884892077,139,468.1624886014472,1977.6258992805758,139,187.60683037306373,389.5611510791367,139,57.14082719036145,205.0,70.0,3.0,5.0
13808,2020-05-15,5700.774869109948,382,620.3303129902242,2093.541884816753,382,201.54859016887931,353.59424083769636,382,209.59455991699195,183.0,61.0,2.0,5.0
8076,2020-07-31,3075.2131147540986,61,352.87283425969457,3046.8196721311474,61,65.93368087119103,727.7540983606558,61,69.9689587692774,38.0,20.0,60.0,3.0
12558,2020-04-20,4288.961538461543,234,403.0675970414244,1574.8034188034198,234,48.88652698290647,255.62393162393158,234,21.146018607078904,106.0,36.0,11.0,7.0
13285,2020-11-18,4651.825,40,338.5427964083716,2407.5999999999995,40,142.2664167445475,242.975,40,39.86289805101532,67.0,61.0,65.0,3.0
14162,2020-06-21,3856.743589743589,156,443.5816958874491,2031.8525641025644,156,320.62951797960613,467.5384615384616,156,148.57097292216008,181.0,67.0,13.0,5.0
13150,2019-12-02,4005.9375000000014,96,708.5278111764746,1622.385416666667,96,139.37268249981042,436.2083333333335,96,110.99681519059973,196.0,66.0,7.0,5.0
3458,2020-03-24,3203.478260869565,23,336.80650900172475,2094.260869565218,23,115.81459218443015,302.5652173913043,23,44.774004315569016,198.0,94.0,23.0,5.0
8458,2020-06-21,5639.777777777779,234,610.0753082495743,2366.5213675213668,234,71.92343309495709,359.9358974358977,234,59.944324614453706,158.0,57.0,11.0,7.0
4244,2020-04-05,2901.5000000000005,8,181.65823484145767,2523.0,8,271.69836215921504,807.5,8,118.99819926608734,126.0,40.0,9.0,7.0
9414,2020-04-22,5229.063492063491,126,420.31916912806616,1972.071428571428,126,75.71728242048091,246.3333333333334,126,43.16239103664206,217.0,68.0,7.0,5.0
13039,2020-09-17,3455.0513698630125,292,305.6199503519024,2564.376712328765,292,135.63376199886685,525.3698630136992,292,67.6058938948982,216.0,82.0,15.0,5.0
6153,2020-01-26,3072.5391304347827,115,525.0204054005487,2009.2782608695645,115,177.68533925572655,670.8608695652177,115,48.0534948537385,174.0,78.0,49.0,7.0
13186,2020-02-07,4558.330058939099,509,590.4406711281339,1718.3929273084475,509,89.39258515440311,203.7701375245583,509,90.82773460894892,226.0,154.0,110.0,1.0
12331,2020-06-21,4435.833333333332,264,626.213245748462,2342.9507575757584,264,511.62102166477723,506.6363636363636,264,139.58486919031972,106.0,49.0,25.0,7.0
1349,2020-02-05,4762.371093750003,512,651.0065268703262,1850.5410156250007,512,135.01161172553932,519.7265624999994,512,72.4974892439261,85.0,76.0,29.0,4.0
1393,2020-04-12,3924.154761904762,168,438.0405606693969,2313.505952380953,168,164.9254230673303,559.065476190476,168,55.56181645407282,67.0,62.0,44.0,4.0
6283,2020-08-08,3877.364657814096,979,437.394966436244,2266.777323799793,979,171.16733060980494,598.335035750766,979,129.85610294734906,211.0,82.0,10.0,5.0
13035,2019-10-23,3593.032258064517,31,486.9140570210837,1962.516129032258,31,121.07294522111916,432.7096774193547,31,128.64011648740245,145.0,66.0,12.0,7.0
1320,2020-04-22,5195.604938271602,162,659.6434511979799,1816.598765432099,162,216.6034663004569,284.8333333333332,162,162.45588985650318,76.0,92.0,64.0,4.0
220,2020-11-23,4359.245762711861,236,424.3294472095976,1704.080508474577,236,101.08204946896747,247.9957627118644,236,42.493603812193975,209.0,88.0,11.0,5.0
6687,2020-05-10,3265.773809523809,168,343.2074441633124,2605.255952380953,168,113.01147188992928,679.9702380952383,168,117.51353218523191,144.0,68.0,27.0,7.0
7081,2020-04-17,4769.066666666667,15,553.0744546450796,1610.2,15,51.431230090008825,245.8,15,20.25621597718304,0.0,0.0,0.0,3.0
5327,2020-07-31,2727.818181818181,22,199.05195214737182,2455.6363636363635,22,180.60916642205902,553.409090909091,22,112.41532648044762,0.0,0.0,0.0,3.0
11114,2020-12-01,2082.924731182796,186,131.8039688168505,922.3333333333336,186,36.49667391978626,507.3978494623655,186,78.46874258529796,0.0,0.0,12.0,3.0
1409,2020-09-22,3777.3,60,540.5605157486442,2098.866666666667,60,116.2213648591236,409.85,60,72.17347862580237,157.0,74.0,14.0,7.0
11489,2019-12-09,4703.055837563451,197,625.4839611387083,1733.3553299492373,197,100.12393154423799,412.7715736040609,197,65.28964980370722,199.0,86.0,177.0,1.0
13877,2020-09-02,5105.179487179487,312,383.6666138389631,2497.631410256408,312,303.659611283248,679.0128205128208,312,234.0357239661088,5.0,8.0,33.0,3.0
5980,2020-08-10,4843.8499999999985,240,528.369064782607,2246.2916666666665,240,154.02327682769896,442.5666666666665,240,100.69958082733295,165.0,76.0,12.0,7.0
1692,2020-09-24,3239.747169811321,530,213.3395020605019,2152.524528301888,530,150.2721298438642,484.32075471698084,530,42.62119319153515,200.0,87.0,11.0,7.0
11043,2020-04-25,4355.85,40,957.225305043376,1965.7,40,165.19719374285032,368.47500000000014,40,125.88293045320792,0.0,0.0,0.0,3.0
11845,2020-11-18,4522.0463768115915,345,534.2418211113159,1967.5478260869547,345,142.1220146121335,166.64057971014498,345,76.17520028984397,172.0,68.0,6.0,7.0
4013,2020-09-22,4545.059701492538,134,299.5029155265986,2031.8134328358205,134,84.6372327736776,359.85820895522386,134,62.84724923668235,159.0,62.0,18.0,7.0
2218,2019-12-12,3643.5891089108936,606,496.91168327188456,1677.1897689768984,606,220.3229379480541,445.4224422442245,606,101.60484024705164,158.0,64.0,27.0,7.0
13343,2020-04-27,4226.000000000002,62,246.46218078516048,2265.4677419354834,62,111.06174884771372,441.516129032258,62,56.15807371862354,129.0,56.0,9.0,7.0
2134,2020-04-20,3376.0,17,277.3238179457365,2201.7058823529414,17,295.78386634202235,473.8823529411765,17,138.70917523407616,216.0,90.0,18.0,5.0
9236,2020-08-08,2707.2741935483873,124,198.2959248198444,3050.41129032258,124,336.63871763799784,958.1612903225806,124,190.03398870560542,72.0,26.0,28.0,3.0
3952,2020-05-20,3953.421428571427,140,337.85504251578067,2973.457142857143,140,213.88500814971226,912.4142857142856,140,97.97525643542271,106.0,69.0,64.0,7.0
2035,2020-02-07,4843.666666666668,162,442.8986957063491,1707.4259259259259,162,64.96982630331316,206.26543209876544,162,58.34176382604385,79.0,18.0,11.0,3.0
8874,2020-08-05,4598.7,120,267.8579392705246,2421.574999999999,120,67.49785710884272,317.41666666666663,120,42.15549115090077,200.0,68.0,7.0,5.0
9146,2020-06-24,2883.9696969696975,198,143.57247269107177,2326.3030303030296,198,106.4876203615378,541.3636363636359,198,62.32165694829362,255.0,151.0,57.0,6.0
14381,2020-08-10,2272.768,500,195.70671017831168,1771.3780000000013,500,135.6851799280386,360.8079999999998,500,56.88246095880047,220.0,83.0,15.0,5.0
773,2020-05-10,3105.4482758620693,116,126.52041215809281,2133.3534482758623,116,147.6359361408322,1094.2241379310346,116,92.4397887423411,194.0,72.0,11.0,5.0
1878,2020-11-23,4372.0142857142855,280,153.5930472643432,1691.0321428571433,280,86.50992258156937,283.039285714286,280,95.78639931323634,255.0,121.0,19.0,5.0
1748,2020-03-16,2754.716981132075,53,719.324265633499,1467.0,53,249.5100583759485,450.8867924528302,53,101.05685002804465,197.0,82.0,33.0,5.0
12974,2020-12-13,3012.060240963857,83,861.5225935827804,1632.6987951807228,83,227.5157316962112,449.2891566265058,83,160.8255023249128,185.0,90.0,27.0,7.0
8908,2020-09-17,4111.7868852459005,122,398.0856718605072,2169.745901639344,122,177.8273171791407,345.1639344262296,122,37.976582748911454,86.0,111.0,47.0,4.0
