"cwithin","chalf","call","date","band","count","MIN","P25","P50","P75","MAX","MEDIAN","MEAN","SE.MEAN","CI.MEAN.0.95","VAR","STD.DEV","COEF.VAR","SKEWNESS","SKEW.2SE","KURTOSIS","KURT.2SE","NORMTEST.W","NORMTEST.P","ENTROPY","hist.0","hist.1","hist.2","hist.3","hist.4","hist.5","hist.6","hist.7","hist.8","hist.9","hist.10","hist.11"
97,129,162,2020-01-04,"GARI",97,-0.00361716687848267,0.020643361167836,0.0352539340462734,0.0486340806076197,0.0674882384778717,0.0352539340462734,0.0343916039967526,0.00170273927699263,0.00337991075144346,0.000281234141405097,0.0167700370126335,0.487620089316479,0.0845652290856155,0.172599512877155,-0.877157382790281,-0.903671574873716,0.974420274257235,0.0548558231964987,4.44899976830804,0,0,0,0,0,0,0,0,0,97,0,0
97,129,162,2020-01-04,"NDVI",97,0.0568228950642887,0.0708527789563004,0.0764730463852904,0.0825531914893617,0.0914504466184602,0.0764730463852904,0.0763476628046453,0.000763996133598651,0.00151652033925714,5.66179389389078e-05,0.00752448928093514,0.0985555942974762,-0.244842144633965,-0.499728261279063,-0.811436808274306,-0.835964437888179,0.974654254576372,0.0571520275805383,4.56984716308258,0,0,0,0,0,0,0,0,0,97,0,0
97,129,162,2020-01-04,"BSI",97,-0.137596417019159,-0.130504206841491,-0.125181950509461,-0.118803313141303,-0.110241037562707,-0.125181950509461,-0.124639155760001,0.000696217337162843,0.00138198049167818,4.70177023149136e-05,0.00685694555286197,-0.0550143773924894,0.0477741051087005,0.0975080107872175,-1.02384785378171,-1.05479611824598,0.971964558192987,0.0357327635539667,4.57321044031277,0,0,0,0,0,0,0,0,0,97,0,0
97,129,162,2020-01-09,"GARI",97,-0.108171636631792,-0.0130988695496142,0.0328754285150567,0.0620998068909442,0.129943502824859,0.0328754285150567,0.0244650989898953,0.00548771405343734,0.0108930263021944,0.00292115553663249,0.0540477153692225,2.20917623883499,-0.341001076906892,-0.695990780148272,-0.562792297576047,-0.579804048686824,0.978040320130566,0.103555425585743,5.51692621084299,0,0,0,0,0,0,0,0,0,97,0,0
97,129,162,2020-01-09,"NDVI",97,-0.0270413573700955,0.0237467018469657,0.0342829550941574,0.0496264674493063,0.0731707317073171,0.0342829550941574,0.0342778360421421,0.00219004997973333,0.00434721485122073,0.000465242934631805,0.02156949082922,0.629254740663963,-0.524772031887033,-1.07107138542197,-0.110192797521099,-0.113523639918379,0.971958818469882,0.035697146211268,4.46872336121181,0,0,0,0,0,0,0,0,0,97,0,0
97,129,162,2020-01-09,"BSI",97,-0.0890599230346344,-0.0672075726842461,-0.0539307064344026,-0.0406202372274866,0.000138869601444229,-0.0539307064344026,-0.0518119484680253,0.00216382325315384,0.00429515521041785,0.000454166713876257,0.021311187528532,-0.411318009815511,0.52590901759608,1.07339199853509,-0.439619798104548,-0.452908364101161,0.963439464340208,0.00841267219726597,4.47227670933691,0,0,0,0,0,0,0,0,0,97,0,0
97,129,162,2020-01-14,"GARI",97,0.186409035750957,0.224935424599899,0.234665244312516,0.253121566277095,0.319521054755819,0.234665244312516,0.238982597739253,0.00238746634127231,0.00473908323171346,0.000552899566478694,0.0235138165017654,0.0983913336125864,0.833154423456649,1.70048670351826,1.43018781057996,1.47341867777563,0.956347760970067,0.00269185959555869,4.57002169508036,0,0,0,0,4,93,0,0,0,0,0,0
97,129,162,2020-01-14,"NDVI",97,0.415367483296214,0.437520180820149,0.443374294254401,0.451525218967079,0.500584112149533,0.443374294254401,0.445414956414091,0.00167355119991956,0.0033219728763699,0.000271675041018962,0.016482567792033,0.0370049715544566,1.17782038390894,2.40395759247163,2.33621921591127,2.40683706198427,0.900667626628705,2.07158123680582e-06,4.57404250939801,0,0,0,0,4,93,0,0,0,0,0,0
97,129,162,2020-01-14,"BSI",97,0.000648929266709947,0.0674980514419329,0.0766706443914081,0.0866779089376055,0.104782375067168,0.0766706443914081,0.0761087374967723,0.00160924215786273,0.00319432043679807,0.000251197051296343,0.0158491971814456,0.208244121538841,-1.77553729960736,-3.62391110768691,6.68306760568453,6.88507940160652,0.865867636311891,6.84887206161588e-08,4.54588750077684,0,0,0,0,4,93,0,0,0,0,0,0
97,129,162,2020-01-19,"GARI",97,0.0727496917385942,0.165027262514727,0.210973827554138,0.262910085054678,0.488621600100583,0.210973827554138,0.217470572419449,0.0080265577957867,0.0159325913001649,0.00624928611476311,0.0790524263686012,0.36350861401205,0.791239387022805,1.6149371821732,1.03661153373516,1.06794561113177,0.955583298721503,0.00238939297776895,4.51098554582321,0,0,0,0,0,0,0,0,0,97,0,0
97,129,162,2020-01-19,"NDVI",97,-0.0138224348750665,0.0157397691500525,0.0301971549787871,0.0430980637101811,0.103448275862069,0.0301971549787871,0.0294042518739933,0.00218395429917613,0.00433511502094664,0.000462656668946321,0.021509455338207,0.731508335270079,0.441529310424197,0.901171140008956,0.560223934939202,0.577158051110538,0.976301436072451,0.0763123544067205,4.34008399503304,0,0,0,0,0,0,0,0,0,97,0,0
97,129,162,2020-01-19,"BSI",97,-0.187084668907826,-0.135932033983009,-0.120342257797405,-0.100800847177179,-0.0681215427748731,-0.120342257797405,-0.119459758520586,0.00252163920178246,0.00500541425485819,0.000616790433604709,0.0248352659257901,-0.207896501996614,-0.150591146914216,-0.307359879255942,-0.374092533487007,-0.385400380270786,0.989272309546241,0.627407227850865,4.55314438265703,0,0,0,0,0,0,0,0,0,97,0,0
97,129,162,2020-01-24,"GARI",97,0.0245249853519712,0.103702943891681,0.129196337741607,0.147566093802653,0.195140567357843,0.129196337741607,0.123570586767138,0.00361206010986597,0.00716988265036003,0.00126555688901664,0.0355746663936099,0.28788943489156,-0.824878618213964,-1.68359560100487,0.320021046731187,0.329694452747313,0.944753002889504,0.000475193359759528,4.52722619690097,0,0,0,0,0,0,0,0,0,97,0,0
97,129,162,2020-01-24,"NDVI",97,-0.0355912743972445,-0.0127090301003344,-0.00625711035267351,0.00322675271340574,0.024257290814936,-0.00625711035267351,-0.0049326476048815,0.001281604310649,0.00254396445021782,0.000159323432080188,0.0126223386137509,-2.55893784126389,-0.0142879822516368,-0.029162089469813,-0.108751259252835,-0.11203852768803,0.986847526930921,0.449741504736062,5.54607629645782,0,0,0,0,0,0,0,0,0,97,0,0
97,129,162,2020-01-24,"BSI",97,-0.137952956134774,-0.118305185689369,-0.107056694813028,-0.0976050776781431,-0.0523829373350008,-0.107056694813028,-0.104634839732025,0.00178268017040561,0.00353859217071732,0.000308261013225866,0.0175573635044065,-0.16779653458993,0.816595900687548,1.66669039036669,0.223160075153791,0.229905625284327,0.942978086280008,0.000369282640103804,4.55986664395974,0,0,0,0,0,0,0,0,0,97,0,0
97,129,162,2020-01-29,"GARI",97,-0.019798281658573,0.051053359987698,0.0806289729006357,0.140513706022016,0.27719298245614,0.0806289729006357,0.0957420818234916,0.00623324747214412,0.0123728984420431,0.00376877728275214,0.0613903679965525,0.641205693748447,0.683027127632825,1.39407355465157,-0.238397291997374,-0.245603423663372,0.949642748610678,0.000968976398903033,4.38249912962512,0,0,0,0,0,0,0,0,0,97,0,0
