"cwithin","chalf","call","date","band","count","MIN","P25","P50","P75","MAX","MEDIAN","MEAN","SE.MEAN","CI.MEAN.0.95","VAR","STD.DEV","COEF.VAR","SKEWNESS","SKEW.2SE","KURTOSIS","KURT.2SE","NORMTEST.W","NORMTEST.P","ENTROPY"
89,120,154,2020-01-02 05:17:47,"RVI",89,0.0511057440442459,0.254007971865761,0.390428805950264,0.648184571959963,1.24189080357816,0.390428805950264,0.47226177256777,0.0313440445195458,0.0622897019965104,0.0874379722890512,0.295699124599738,0.626133940488067,0.673268076514624,1.31801652998311,-0.448183910163934,-0.44321011329158,0.9391387154229,0.000411442566187954,4.29486841767559
86,118,154,2020-01-04 16:58:50,"RVI",86,0.00651797001391703,0.173110271906091,0.327461678911304,0.544228334352366,0.937368699277606,0.327461678911304,0.376325937794172,0.0257355802698911,0.0511692283309284,0.0569595278972086,0.238661953183176,0.634189486332218,0.410400513361172,0.79020151625908,-0.985198763724038,-0.958549354441036,0.945922749852283,0.00127951463458,4.24401094243225
88,118,154,2020-01-05 16:51:24,"RVI",88,0.0378326419012564,0.241926972392985,0.36372535585145,0.565827989142751,1.21832045588014,0.36372535585145,0.42597154585047,0.0288684080884375,0.0573790869928714,0.0733378787293298,0.270809672518043,0.635745920487155,0.883635500329278,1.72040817409284,0.12947569400967,0.127354091264991,0.926067980691815,8.81198124727384e-05,4.28335427190055
88,118,153,2020-01-08 05:17:22,"RVI",88,0.0697086600721879,0.209992558170699,0.376302590762771,0.550537442204908,1.322851454445,0.376302590762771,0.431721237208267,0.0298536747676774,0.0593374112041023,0.0784292869478149,0.280052293237915,0.648687785314611,1.03340421755044,2.01200275719262,0.533434120345861,0.524693211077229,0.907878568315159,1.14086060425724e-05,4.28262302481737
86,119,154,2020-01-10 16:59:34,"RVI",86,0.0620371221616388,0.143201847463462,0.268405397480597,0.413644465751606,1.17196840562739,0.268405397480597,0.321373396379848,0.0245000135046897,0.0487125905841331,0.0516215569087782,0.227203778376985,0.706977556127395,1.39419468251551,2.6844380458037,1.84897193395582,1.79895765091458,0.862987816626111,2.07995349253455e-07,4.23650574448085
86,118,154,2020-01-11 16:50:43,"RVI",86,0.0391168121041803,0.2063231813746,0.321563132450362,0.518015461313284,1.25485553834603,0.321563132450362,0.379056587086294,0.0249779282380958,0.049662813111075,0.0536551333198021,0.23163577728797,0.611084954540672,1.10686794049311,2.13120767738049,1.34678709696673,1.3103568030142,0.916114399046686,3.41473976808041e-05,4.28126356462356
88,117,154,2020-01-14 05:17:47,"RVI",88,0.0651994123797216,0.240842355185344,0.35839126879783,0.553380755086876,1.10331889500155,0.35839126879783,0.40928582477474,0.02465740439382,0.0490092611756473,0.0535029080467528,0.231306956330225,0.565147733756796,0.731888121894032,1.42496120511086,-0.0296842410818381,-0.0291978318925715,0.947864891044398,0.00143469090093335,4.32196769569003
86,117,154,2020-01-16 16:58:50,"RVI",86,0.119870499092563,0.248975789960853,0.362250559975463,0.485687270805803,1.49932328964453,0.362250559975463,0.433195836413671,0.0317288148380956,0.0630853842848726,0.0865777214285935,0.294240924122722,0.679233038245879,1.92889734807916,3.71397588340463,3.63036486892846,3.53216429986461,0.78045510311439,5.34508904097843e-10,4.27022882854887
88,119,152,2020-01-17 16:51:23,"RVI",88,0.0807622895990834,0.313003282944292,0.550575931895796,0.730768286577038,1.52995888588776,0.550575931895796,0.558368870447888,0.0318693036602155,0.0633436918835212,0.0893774213892581,0.298960568284946,0.535417685525948,0.813815435792512,1.58447089033728,0.941137251955457,0.925715675016699,0.946235647541429,0.00114733650992801,4.33655763834627
89,120,154,2020-01-20 05:17:22,"RVI",89,0.0569109658942061,0.21948030066776,0.335189105191647,0.570178931671454,0.982756248816052,0.335189105191647,0.392138484284998,0.0243020423322195,0.0482952024215179,0.0525624442750122,0.2292650088326,0.58465317233688,0.708882647261102,1.38773703892973,-0.319562341100882,-0.316015943881695,0.939070583467343,0.00040779927068936,4.3221613811281
