"cwithin","chalf","call","date","band","count","MIN","P25","P50","P75","MAX","MEDIAN","MEAN","SE.MEAN","CI.MEAN.0.95","VAR","STD.DEV","COEF.VAR","SKEWNESS","SKEW.2SE","KURTOSIS","KURT.2SE","NORMTEST.W","NORMTEST.P","ENTROPY","hist.0","hist.1","hist.2","hist.3","hist.4","hist.5","hist.6","hist.7","hist.8","hist.9","hist.10","hist.11"
171,206,252,2020-01-04,"B04",171,0.2998,0.3167,0.3266,0.3377,0.351,0.3266,0.32659298245614,0.00100156038526399,0.00197709693421242,0.000171534068111455,0.0130971015156582,0.0401022135171475,-0.125255577218412,-0.337249361283081,-1.01128836824442,-1.36905649571898,0.970189629571107,0.000980175732284496,5.14086238598666,0,0,0,0,0,0,0,0,0,171,0,0
171,206,252,2020-01-04,"B08",171,0.2072,0.2211,0.2295,0.2339,0.2398,0.2295,0.227095321637427,0.000631863381785015,0.00124730887258382,6.82719779841761e-05,0.00826268588197422,0.0363842188487095,-0.605696214973202,-1.63083086731619,-0.726287582561576,-0.983229674036595,0.91900044637888,3.77090424635011e-08,5.14100031652086,0,0,0,0,0,0,0,0,0,171,0,0
171,206,252,2020-01-09,"B04",171,0.2402,0.2523,0.2588,0.2632,0.2712,0.2588,0.257350877192982,0.000573756634733122,0.0011326051830773,5.62926315789474e-05,0.00750284156696297,0.0291541324778028,-0.329449724846716,-0.887040016475288,-0.707314717936333,-0.957544692014427,0.974119447153616,0.00277279295769966,5.14123955941871,0,0,0,0,0,0,0,0,0,0,0,171
171,206,252,2020-01-09,"B08",171,0.1018,0.1076,0.1104,0.1137,0.1211,0.1104,0.110511695906433,0.000294515665807132,0.000581378844962337,1.48324506363949e-05,0.00385129207362866,0.0348496332631565,0.0627047092622741,0.168831788713635,-0.297127674920752,-0.402243896183939,0.990780526175005,0.338141796800929,5.14105997068605,0,0,0,0,0,0,0,0,0,0,0,171
171,206,252,2020-01-14,"B04",171,0.064,0.075,0.0794,0.0849,0.0949,0.0794,0.079646783625731,0.000483890669412791,0.000955208266087583,4.00396807705538e-05,0.00632769158307782,0.0794469191977963,-0.0634412396465616,-0.170814889244427,-0.565915698144854,-0.766122292021952,0.991335654326944,0.391354193259307,5.13851256448295,0,0,0,0,1,0,0,170,0,0,0,0
171,206,252,2020-01-14,"B08",171,0.1711,0.1786,0.1831,0.187,0.1909,0.1831,0.182170175438596,0.00041116838290831,0.00081165325751061,2.89091640866873e-05,0.00537672428962908,0.0295148438907959,-0.483018260855243,-1.3005217298823,-0.796032898783812,-1.07764911088406,0.939711553942979,1.27730133851105e-06,5.14122832901309,0,0,0,0,1,0,0,170,0,0,0,0
171,206,252,2020-01-19,"B04",171,0.0257,0.03015,0.0325,0.0368,0.0769,0.0325,0.0356286549707602,0.000710579776329991,0.00140269635058008,8.63419387684899e-05,0.0092920363090385,0.26080233218639,2.26822998643567,6.1071860523598,5.59216577184682,7.57053192293204,0.741441932060933,4.99272516925464e-16,5.11240476629825,0,0,11,160,0,0,0,0,0,0,0,0
171,206,252,2020-01-19,"B08",171,0.0448,0.0484,0.05,0.0543,0.1246,0.05,0.0561005847953216,0.0010884316793075,0.00214858232006783,0.000202580882008944,0.014233091091149,0.253706643933877,2.2521178070882,6.06380417416737,5.25464320805456,7.11360245264289,0.668624421944702,4.22142440633984e-18,5.11394538549075,0,0,11,160,0,0,0,0,0,0,0,0
171,206,252,2020-01-24,"B04",171,0.6988,0.739,0.7764,0.8126,0.8656,0.7764,0.77633216374269,0.00333325909669354,0.00657990914773595,0.00189991537117303,0.0435880186653744,0.056146094031757,0.119515057541738,0.321793070733914,-1.00631032969687,-1.36231735362711,0.969618927511943,0.000846300896563732,5.14009847133733,0,0,0,0,0,0,0,0,0,171,0,0
171,206,252,2020-01-24,"B08",171,0.4884,0.5225,0.5588,0.5998,0.6481,0.5588,0.562287719298246,0.00329598594727817,0.00650633132804399,0.00185766249535604,0.0431006089905472,0.0766522324982275,0.076223105606265,0.205229932683166,-1.10772167924059,-1.4996054617396,0.958677030351734,6.11270265545973e-05,5.13874326381815,0,0,0,0,0,0,0,0,0,171,0,0
171,206,252,2020-01-29,"B04",171,0.272,0.3275,0.3422,0.3979,0.484,0.3422,0.362837426900585,0.00390649182498396,0.00771148013074213,0.00260957600275198,0.0510840092666186,0.140790352591204,0.821848703614268,2.21281923344566,-0.563625262745757,-0.763021558779462,0.882662021180028,2.42783794015295e-10,5.13212119592886,0,0,0,0,0,0,0,0,0,171,0,0
171,206,252,2020-01-29,"B08",171,0.2218,0.2633,0.2791,0.32,0.4059,0.2791,0.294388304093567,0.00346437238822752,0.00683872897581653,0.00205232080357757,0.0453025474292293,0.153887049177166,0.918128812367694,2.47205244207748,-0.213520909926364,-0.289059182213262,0.88420289096961,2.94163496699546e-10,5.13033504995609,0,0,0,0,0,0,0,0,0,171,0,0
171,206,252,2020-02-03,"B04",171,0.9432,0.9528,0.9584,0.966,0.9912,0.9584,0.960617543859649,0.000768131757748959,0.00151630492345839,0.000100894513931888,0.0100446261220559,0.010456425854662,0.905807875633898,2.43887844586782,0.50181678516304,0.679346812404185,0.935482821970895,5.91518782962122e-07,5.14160937693148,0,0,0,0,0,0,0,0,0,171,0,0
171,206,252,2020-02-03,"B08",171,0.4981,0.5022,0.5036,0.50555,0.5163,0.5036,0.50422514619883,0.000264632454796421,0.000522388887149532,1.19751874785002e-05,0.00346051838291609,0.00686304205374062,1.15370512999149,3.10633926919025,1.99866552673876,2.70574260327096,0.911029315050226,1.12230523319118e-08,5.1416402047953,0,0,0,0,0,0,0,0,0,171,0,0
171,206,252,2020-02-08,"B04",171,0.0851,0.0952,0.0994,0.1052,0.1166,0.0994,0.0997766081871345,0.000507342931469188,0.00100150342321865,4.4014861369109e-05,0.00663436970398161,0.0664922352495549,-0.000281697384462812,-0.000758467328121763,-0.754051736676333,-1.02081608037976,0.983020983124491,0.0350403131040302,5.1394621715648,0,0,0,0,4,167,0,0,0,0,0,0
171,206,252,2020-02-08,"B08",171,0.232,0.2474,0.2598,0.2666,0.2745,0.2598,0.256895906432749,0.00093593561617404,0.00184755254359444,0.000149791806673547,0.0122389463056893,0.047641655624798,-0.418663509864601,-1.12724722068196,-0.963135349624451,-1.30386816269722,0.937879400541214,9.11778214566811e-07,5.14052688316012,0,0,0,0,4,167,0,0,0,0,0,0
171,206,252,2020-02-13,"B04",171,0.5464,0.5576,0.5636,0.5664,0.5768,0.5636,0.562198830409357,0.000482812244140423,0.000953079436581997,3.98614103887169e-05,0.00631358934273658,0.011230171606973,-0.454769990746271,-1.22446355137109,-0.334364185281267,-0.452653737716546,0.968061652887976,0.000569849394285102,5.14160075598347,0,0,0,0,0,0,0,0,0,171,0,0
