"cwithin","chalf","call","date","band","count","MIN","P25","P50","P75","MAX","MEDIAN","MEAN","SE.MEAN","CI.MEAN.0.95","VAR","STD.DEV","COEF.VAR","SKEWNESS","SKEW.2SE","KURTOSIS","KURT.2SE","NORMTEST.W","NORMTEST.P","ENTROPY"
59,85,113,2020-01-02 05:17:47,"RVI",59,0.0670820618843309,0.223850768640364,0.323988651670349,0.481065291482503,1.11860514182487,0.323988651670349,0.387425467213825,0.0299006396808595,0.0598526332363032,0.0527488469461507,0.229671171343185,0.592813820410072,1.35443762702956,2.17631765158612,1.55275459783531,1.26599060008206,0.866866532465045,1.15332473418679e-05,3.9237038984722
59,83,113,2020-01-04 16:58:50,"RVI",59,0.180012396840832,0.342915424293718,0.455215187976358,0.685092161657721,1.249553935512,0.455215187976358,0.525508861766151,0.0321660351268842,0.0643873149091139,0.0610445751312529,0.247072003940659,0.470157635611109,0.92675395661853,1.48911323357836,0.36543503134734,0.297946188838461,0.921047932126363,0.000942516928874336,3.97532543716526
59,85,114,2020-01-05 16:51:24,"RVI",59,0.0458604293209929,0.148791816165713,0.262550301694694,0.537364236673486,1.40983766965643,0.262550301694694,0.363003342934877,0.0368155586882295,0.073694347514804,0.0799677363300617,0.282785672073501,0.779016715899042,1.33866385452264,2.1509722692268,1.73169755411869,1.41188622384739,0.86039810192026,7.28493077290871e-06,3.81206651290374
59,84,114,2020-01-08 05:17:22,"RVI",59,0.114860978781515,0.353256821846127,0.540802024221893,0.774985863299512,1.00319772770132,0.540802024221893,0.557058519440921,0.0330372295280185,0.0661311999739539,0.0643960535583318,0.253763775110499,0.455542400401995,0.123135457210099,0.19785471380486,-1.12892938425245,-0.920437775945082,0.958816308714996,0.0439702790512001,3.96956730411462
58,84,114,2020-01-10 16:59:34,"RVI",58,0.0633175279498682,0.332163842912279,0.498882927666404,0.67433751864528,1.23413501642089,0.498882927666404,0.510888442999054,0.0338078280246784,0.0676990078730691,0.0662922156732815,0.257472747438018,0.503970584902221,0.605043305846887,0.964304851316427,0.167624678506095,0.135588869403097,0.966600667977224,0.110365248513046,3.9336678732891
58,85,115,2020-01-11 16:50:43,"RVI",58,0.041789287607079,0.147383107746224,0.245123231784161,0.469432488644611,1.03703878525186,0.245123231784161,0.346087569860997,0.0349683005655781,0.0700228140526764,0.0709213585777874,0.266310643005096,0.769489187699104,1.12484316646592,1.79275055506144,0.157853656960363,0.127685249386603,0.845417925957322,3.08198060904261e-06,3.79960528782489
59,85,113,2020-01-14 05:17:47,"RVI",59,0.0717688473089716,0.249004756387799,0.359709277972103,0.499774829862186,0.793476605461599,0.359709277972103,0.384267819712003,0.0225525207483122,0.0451437750934448,0.0300083553340801,0.173229198849617,0.450803293857516,0.258206325411066,0.414887310075467,-0.649912405895265,-0.529886047600287,0.981671265737683,0.514735536496824,3.9728906864856
58,84,113,2020-01-16 16:58:50,"RVI",58,0.134310630759039,0.303003533374461,0.429191031287664,0.542093977260688,0.809627029879565,0.429191031287664,0.431174376965107,0.023290971625972,0.0466393661943358,0.0314632228383462,0.177378755318517,0.411385195398267,0.322984230493447,0.514765236395081,-0.771357062692512,-0.623938151402738,0.964306506029007,0.0857343327841388,3.97583079310851
58,86,114,2020-01-17 16:51:23,"RVI",58,0.0643686645108221,0.173783426926299,0.349144203066436,0.508676119315074,1.39440688375623,0.349144203066436,0.417292567458338,0.0433980123393448,0.0869030207114229,0.109236473550344,0.330509415221932,0.792032834984366,1.36500928235372,2.17552208304036,1.06899333087483,0.86469127591793,0.828866055720889,1.07116614704502e-06,3.79255120411769
57,83,114,2020-01-20 05:17:22,"RVI",57,0.0542532912355412,0.380894154193571,0.491300028474287,0.69156436160874,1.24173908147753,0.491300028474287,0.54661675182445,0.037878473066611,0.0758796996148175,0.0817823871459044,0.285976200313775,0.523174965566402,0.460915617042711,0.728543231825755,-0.172383792776281,-0.138320023813547,0.966673640779643,0.117253231267857,3.90148602359748
58,83,113,2020-01-22 16:59:33,"RVI",58,0.0534532505440507,0.245925532830242,0.336483331241153,0.45927724394126,0.841237678963064,0.336483331241153,0.365292856655148,0.0220587589244996,0.0441719028211376,0.0282221530267729,0.167994502965939,0.459889920936869,0.850478094252012,1.35547347487405,0.401640933835766,0.32488080281577,0.938455243481735,0.00555080398939688,3.96013663912849
58,84,114,2020-01-23 16:50:43,"RVI",58,0.0261886023431785,0.112648739805176,0.193242834849644,0.313710617040153,0.726459553298016,0.193242834849644,0.235289060383061,0.020454275728254,0.0409589806406431,0.0242658889429116,0.155775122991162,0.662058502582114,1.02084348830765,1.62699813169897,0.591204306040974,0.478215523852136,0.913530339244917,0.000535903951693557,3.85729941864309
58,83,113,2020-01-26 05:17:46,"RVI",58,0.176212622356335,0.405700353987368,0.572203491268164,0.936989822951997,1.26792683175163,0.572203491268164,0.639864999488218,0.0376148333243155,0.07532240448893,0.0820627897889299,0.286466036012875,0.447697617844387,0.342936627472407,0.546564932410676,-1.01794419176885,-0.823398459626988,0.949084717395884,0.0165195899356569,3.96036485280213
60,84,113,2020-01-28 16:58:49,"RVI",60,0.0981749339578282,0.396773347708074,0.604061520641041,0.806326238059765,1.25919437352013,0.604061520641041,0.613346338062821,0.0352917279430331,0.0706185844987577,0.0747303636723037,0.2733685491645,0.445700140687073,0.293109859404657,0.474758079431197,-0.705978320514359,-0.580104840169456,0.979919798223514,0.425152408684658,3.99288423537944
