"cwithin","chalf","call","date","band","count","MIN","P25","P50","P75","MAX","MEDIAN","MEAN","SE.MEAN","CI.MEAN.0.95","VAR","STD.DEV","COEF.VAR","SKEWNESS","SKEW.2SE","KURTOSIS","KURT.2SE","NORMTEST.W","NORMTEST.P","ENTROPY"
170,208,249,2020-01-02 05:17:47,"RVI",170,0.0456909438374049,0.209835689940112,0.314164727896791,0.431077036486402,1.42227718382194,0.314164727896791,0.364223387522236,0.018026267614394,0.0355856629625087,0.0552408750979772,0.235033774377167,0.645301159752731,1.95789049873329,5.25642791018466,4.98717219481852,6.7322856402169,0.828933122712001,7.7183210868951e-13,4.96205618006136
170,206,252,2020-01-04 16:58:50,"RVI",170,0.0424858624621724,0.389630357789548,0.525553008827409,0.728559570722491,1.44226037728321,0.525553008827409,0.564937847517238,0.020178704437712,0.0398347894584189,0.0692206191733715,0.263098117008411,0.46571161440973,0.803030600775572,2.15592877404533,0.68847338048938,0.929384282731569,0.958489861568004,6.17281941360352e-05,5.02996570471175
171,207,250,2020-01-05 16:51:24,"RVI",171,0.03465503608815,0.191665329261044,0.303775944768309,0.511144770359328,1.18168498763535,0.303775944768309,0.385086919802704,0.020085943760703,0.0396499885721638,0.0689891183856395,0.262657797115638,0.682074055515072,1.01924315143307,2.74430176640812,0.204596408818593,0.276977419388425,0.894951394329125,1.17778367260191e-09,4.92624475142862
170,209,250,2020-01-08 05:17:22,"RVI",170,0.0324189028187064,0.179392612552412,0.293030354146625,0.407833086046607,1.13548623605469,0.293030354146625,0.315503860653279,0.0147410085618769,0.0291002315971133,0.0369405466816258,0.192199236943401,0.609181886222995,1.27317811071339,3.41815283342956,2.48998096352998,3.36127617622722,0.916829942600705,2.89899185399848e-08,4.9629312416132
170,207,250,2020-01-10 16:59:34,"RVI",170,0.0649463505598705,0.293553100744364,0.40963934894441,0.555814177453783,1.04241346934106,0.40963934894441,0.435968204125202,0.0146907855125729,0.0290010862530126,0.0366892604259918,0.191544408495763,0.4393540783097,0.571756996626535,1.53501916315315,-0.0205623988356942,-0.0277576023049259,0.974293855508832,0.0030192379052004,5.03963017282489
169,208,250,2020-01-11 16:50:43,"RVI",169,0.0521128052800183,0.29382481611522,0.412711468009805,0.54826565568703,1.41934364036094,0.412711468009805,0.446023431897451,0.0176836146458652,0.0349107301597521,0.0528480283534442,0.229886990396247,0.515414603708763,0.98320886653468,2.63201943635677,1.51600986568685,2.04063299360757,0.944042733442613,3.27760302142015e-06,5.0019011476525
170,209,249,2020-01-14 05:17:47,"RVI",170,0.0188662647375193,0.169889021552746,0.293722911746703,0.480968131665791,1.00418054545476,0.293722911746703,0.339624588520379,0.0157762406111472,0.0311438836487395,0.0423112605295377,0.205697011474493,0.605659950507824,0.85593685622967,2.29796834059525,0.279802086948894,0.37771055389382,0.936014401271479,6.94568117511549e-07,4.95862747752484
171,209,247,2020-01-16 16:58:50,"RVI",171,0.0890443698248606,0.340248993957329,0.484905425812143,0.655920013479066,1.3219338784751,0.484905425812143,0.512352728081642,0.0181577230859128,0.0358436487441284,0.056379197210662,0.237443039928868,0.463436665630542,0.755462321493792,2.03407457819582,0.541246020296053,0.732725109015856,0.961824601367917,0.00012575216191462,5.03668390770518
169,209,253,2020-01-17 16:51:23,"RVI",169,0.0672813808204454,0.274506664186335,0.391433308545376,0.532000852729714,1.22765484499673,0.391433308545376,0.425938499478295,0.0168350451589687,0.0332354968450651,0.047897767990263,0.218855587066593,0.513819688369695,1.10065591196806,2.94642150985804,1.60344098722606,2.15832011116481,0.930506176392842,2.83912448331396e-07,5.00604203848794
171,209,251,2020-01-20 05:17:22,"RVI",171,0.0487195199915541,0.167986315142629,0.254882346582996,0.412826186122149,1.36170697927209,0.254882346582996,0.341805132478368,0.0197642633257004,0.0390149860189506,0.0667970639221041,0.258451279590766,0.756136333345206,1.58033171259459,4.25502698182115,2.35231066254877,3.18449840187726,0.83359867883281,1.10074586007425e-12,4.90032964186709
170,210,249,2020-01-22 16:59:33,"RVI",170,0.0797722698593279,0.301564956334233,0.421373213109576,0.544966853704329,1.03212891945742,0.421373213109576,0.438516899875934,0.0140984883985039,0.0278318322551358,0.0337904537708674,0.183821798954497,0.419189771264241,0.57487875071853,1.54340026278487,0.012454929000314,0.016813163127965,0.973826074693477,0.00266128174084875,5.04880617952539
171,208,249,2020-01-23 16:50:43,"RVI",171,0.0322967521305089,0.24873784829196,0.380501694201584,0.522295336430942,1.07307003454867,0.380501694201584,0.411859679282774,0.016921248314947,0.0334028268876776,0.0489621982156722,0.221274034210235,0.537255879467417,0.877328210695172,2.36219723914284,0.43823295393692,0.59326863737886,0.942841054357998,2.30216103575002e-06,5.00247786201973
170,205,252,2020-01-26 05:17:46,"RVI",170,0.028001906651304,0.298609835009531,0.439867742197103,0.632822589662822,1.32980440172535,0.439867742197103,0.498754789255221,0.0211504535579541,0.0417531198314485,0.0760480865702198,0.275768175412283,0.552913338083593,0.992504703391037,2.66461757042566,0.74438911397627,1.00486607379687,0.929689829618678,2.30780074984934e-07,4.99054840277543
171,207,250,2020-01-28 16:58:49,"RVI",171,0.0834787884748993,0.348543690031325,0.444339184708363,0.579047894686281,1.27494621215237,0.444339184708363,0.486095926691218,0.0177735705128365,0.0350853251465964,0.0540188673004859,0.232419593194046,0.478135241280649,0.875088906077464,2.3561679343501,0.779747618729005,1.05560251256083,0.948876010290916,7.54521465899195e-06,5.03141760615101
171,209,248,2020-01-29 16:51:23,"RVI",171,0.100981919021968,0.258666549149906,0.446683142357765,0.673246394792308,1.42937648907179,0.446683142357765,0.482879001296995,0.021392550906384,0.0422292529080479,0.0782566510622611,0.279743902636431,0.579325052207798,0.847043449207767,2.28065582841245,0.22470075503605,0.304194172438769,0.933747062498733,4.34815649722168e-07,4.98096622499555
172,208,247,2020-02-01 05:17:21,"RVI",172,0.0458107077458288,0.27996559814454,0.44721021325011,0.69999792095494,1.20719501155288,0.44721021325011,0.496745158842009,0.0207444566732945,0.0409481873868367,0.0740171870192731,0.27206099871035,0.5476872675409,0.665566782686909,1.79717461679686,-0.392472815356216,-0.532828076076687,0.944632236297582,3.05953895814934e-06,5.00005952817805
169,208,252,2020-02-03 16:59:33,"RVI",169,0.127301510973507,0.304289803836882,0.441055340926684,0.637204890921534,0.945654206677123,0.441055340926684,0.464641885264318,0.0151841799522331,0.0299763832013538,0.0389645252188836,0.19739433937903,0.424831134771114,0.379197895043476,1.01510092509403,-0.843391450370738,-1.13525146445753,0.963733448108721,0.000217138420517379,5.03945646957257
170,209,251,2020-02-04 16:50:42,"RVI",170,0.0903205042837709,0.320755441594026,0.459122994329331,0.576392168832948,1.05369514896961,0.459122994329331,0.459830562376577,0.0149486542908245,0.0295101451235293,0.0379885850681198,0.194906606014573,0.423866141056875,0.516285152804522,1.38609165761385,0.356561461589661,0.481329602015512,0.974694808734104,0.00336605619006972,5.0448814392705
167,211,250,2020-02-07 05:17:46,"RVI",167,0.0220485001749796,0.25633820280603,0.387832828524744,0.589466805782524,1.41925503205889,0.387832828524744,0.456613584677725,0.0211633152266701,0.0417839557225182,0.0747969472010288,0.273490305497341,0.598953501767515,0.993803057711261,2.64486495311969,0.559975889274239,0.749410835705918,0.924169273640713,1.14376918221149e-07,4.94863941440552
170,207,253,2020-02-09 16:58:49,"RVI",170,0.0831118342642188,0.325298452730435,0.493499087618445,0.622533332916155,1.1428286428182,0.493499087618445,0.489360092015758,0.0165700746815575,0.0327109918422971,0.0466764537419068,0.216047341436794,0.441489498146157,0.326568993534398,0.876753001930249,-0.356681465137711,-0.481491597256853,0.980676043917647,0.0181084658046119,5.03537809632084
170,209,250,2020-02-10 16:51:23,"RVI",170,0.098797334348324,0.318069412754,0.465593176919722,0.677161059237707,1.45537655536109,0.465593176919722,0.531899392448326,0.021788983195774,0.0430136414751461,0.0807091640799724,0.284093583313619,0.534111501812289,1.05917699711384,2.84361537739562,0.959217653297483,1.29486750825378,0.922668618704196,7.24863874169852e-08,5.0029962341623
169,210,249,2020-02-13 05:17:21,"RVI",169,0.0771296952892897,0.266665080131466,0.362054049765906,0.481117045090844,1.48063372536136,0.362054049765906,0.391437708022297,0.0153836138384083,0.0303701026260532,0.0399947921292463,0.199986979899308,0.510903716736244,1.64001390699956,4.39026602183921,5.04576297521906,6.79187559276898,0.892483344071909,1.00275383492882e-09,5.01326227889461
170,208,249,2020-02-15 16:59:32,"RVI",170,0.0616455685062573,0.229377661238539,0.36014591067838,0.513943656736793,0.952284921168313,0.36014591067838,0.388204646386174,0.0150619110981971,0.0297337254376345,0.0385663982080989,0.19638329411663,0.505875691970143,0.64066408442026,1.72001681226724,-0.130692678433907,-0.176424716839779,0.960041039020894,8.76252137690828e-05,5.00934931730951
169,209,248,2020-02-16 16:50:42,"RVI",169,0.0497861796406373,0.269100993393434,0.407414942763236,0.573771146239822,1.14244969571274,0.407414942763236,0.435665396998107,0.0171934992088396,0.0339431515220256,0.0499591741424982,0.223515489714915,0.513043935219593,0.692736136919194,1.85443300879113,0.267876959480864,0.360577179684953,0.964483963057183,0.000259624517863945,4.99900708991068
172,208,249,2020-02-19 05:17:46,"RVI",172,0.0633625105200685,0.280221734283201,0.413648889347042,0.558758365174254,1.38786148033443,0.413648889347042,0.446787343752519,0.0180503088555935,0.0356301175321039,0.0560399477625584,0.236727581330436,0.529843973068232,1.16622943711226,3.14907233392595,2.09524963167381,2.84454817369165,0.927869583256704,1.47908282005745e-07,5.01539070924735
171,209,248,2020-02-21 16:58:49,"RVI",171,0.116390499236252,0.27701431526869,0.3966710342151,0.559165951791391,1.40150953411097,0.3966710342151,0.45602703539511,0.0191591451667558,0.0378204726631029,0.0627694562420603,0.250538332879542,0.549393596067109,1.27612743195302,3.43596006580625,1.70342028264841,2.30604709411196,0.898486118005362,1.89570962211264e-09,5.00561734085447
172,210,247,2020-02-22 16:51:23,"RVI",172,0.0246783169344611,0.190431420110046,0.311975642200832,0.480326770738679,1.20522097960016,0.311975642200832,0.370129428468546,0.0179304667429256,0.0353935571167773,0.0552982816704955,0.235155866757552,0.635334152516694,1.00738359093098,2.72015410938933,0.540119512272423,0.733275858391337,0.91784656949293,2.92759158605201e-08,4.95774259147937
168,209,250,2020-02-25 05:17:21,"RVI",168,0.0849778538283739,0.272487083485554,0.417150030640581,0.556578600851999,1.04548393018641,0.417150030640581,0.434437308526085,0.0168015493944064,0.0331708110024488,0.0474250664248499,0.217772969913279,0.501275939334301,0.646030241064046,1.72436739434211,-0.0489453677684466,-0.0656934379412783,0.958371312354805,6.67169876942579e-05,4.99945169008162
169,207,253,2020-02-27 16:59:32,"RVI",169,0.0101854567539588,0.231450995725072,0.30993835549874,0.464000425835685,1.16257409409215,0.30993835549874,0.354088564964429,0.0139633040099995,0.0275661479959732,0.032950582149988,0.181522952129994,0.512648444742148,1.19485555972854,3.19859102565724,2.13075542117334,2.86811445767508,0.921677836955398,6.65015020800768e-08,5.00721396581474
170,208,247,2020-02-28 16:50:42,"RVI",170,0.0674741237895474,0.335346611049457,0.462021678801819,0.605495360650289,1.49386282904644,0.462021678801819,0.486735825152387,0.0170384021648582,0.0336355173366102,0.0493522152163455,0.222153584747907,0.456415109116645,0.931110468910133,2.49978998284677,1.87711344180645,2.53395378696996,0.956378848159202,3.86939565243302e-05,5.03472841522673
170,208,252,2020-03-04 16:58:49,"RVI",170,0.102344494113739,0.32825391741877,0.462129875135558,0.574765700746554,1.21927672966737,0.462129875135558,0.485584131852875,0.016236977522327,0.0320534245912327,0.0448187046402936,0.21170428583355,0.435978591445599,0.9114778452544,2.44708148306044,0.974151636574728,1.31502719740049,0.948900088269533,8.03712460802448e-06,5.0450460947363
171,209,248,2020-03-05 16:51:23,"RVI",171,0.0109635557927445,0.194821511683252,0.336496042352307,0.476264971830676,1.02693550484547,0.336496042352307,0.366602442286175,0.0159431159064287,0.0314719771709872,0.043465283561795,0.208483293243835,0.568690410090314,0.785327539437447,2.11448637222328,0.256346989877971,0.347036041025266,0.950145813478579,9.7755977065521e-06,4.98266600787878
170,208,251,2020-03-08 05:17:21,"RVI",170,0.0282483817818609,0.2349742437666,0.354072200974143,0.49297028131752,0.930739316882311,0.354072200974143,0.381752233996384,0.0140009660714882,0.0276393133857427,0.0333245986589439,0.182550263376813,0.478190425936165,0.608443377817675,1.63351257641683,-0.17221886368066,-0.232481762738487,0.966076536251106,0.000364261179678664,5.02235186968153
170,208,248,2020-03-10 16:59:32,"RVI",170,0.060866351792003,0.327366286994621,0.496685549286605,0.689977492806367,1.49858968915341,0.496685549286605,0.518091444927697,0.0199413807399347,0.0393662886404584,0.0676019731885567,0.260003794565689,0.501849233588433,0.680155148396659,1.8260400709851,0.489643786335296,0.660980151235082,0.967975110234363,0.00058274285133264,5.00983447397926
172,209,250,2020-03-11 16:50:42,"RVI",172,0.0336408961434898,0.218910888701881,0.342210827847763,0.499143717738574,1.17421825622142,0.342210827847763,0.367891446926371,0.0155441424755819,0.0306831106199674,0.0415587028318046,0.20385951739324,0.554129537656904,0.764426696929421,2.06411781936791,0.840711892966926,1.14136542185166,0.956639927648177,3.68395365158469e-05,4.99438682892583
167,211,250,2020-03-14 05:17:46,"RVI",167,0.046903804127806,0.258273330209586,0.365969489369675,0.528789283548622,1.12940837037401,0.365969489369675,0.40971023103106,0.0170037767279331,0.0335715385943024,0.0482844466432378,0.219737221797396,0.536323491957752,0.778832002685546,2.0727501815249,0.175347757721589,0.23466637076751,0.950358652522479,1.28575271899696e-05,4.97744520208458
171,207,252,2020-03-16 16:58:49,"RVI",171,0.134216392700792,0.383870412418666,0.487114159193671,0.633652760736836,1.16699867602273,0.487114159193671,0.520958226361525,0.015059580817678,0.0297278641440152,0.0387812566231139,0.196929572749026,0.37801413392475,0.779261134176318,2.09815263806921,0.348322214952693,0.471549763607042,0.955795332504714,3.22883206403516e-05,5.07310125877259
170,210,251,2020-03-17 16:51:23,"RVI",170,0.145659256265006,0.416012322245417,0.564514249379387,0.754880858810131,1.29423248004723,0.564514249379387,0.596653672380462,0.0181480925432409,0.0358261576090499,0.0559900547028662,0.236622177115473,0.396582118017349,0.481591291609366,1.292947643474,-0.111470025081049,-0.15047566433488,0.976939857123977,0.006247953775825,5.05727540965456
171,208,249,2020-03-20 05:17:21,"RVI",171,0.132494704729688,0.420375532144339,0.547787228113706,0.812667821179134,1.40384855114722,0.547787228113706,0.610881744320816,0.0206452982702922,0.0407541637195815,0.0728850462544555,0.269972306458376,0.441938736863931,0.648986788276431,1.74739029341371,-0.428716809797161,-0.580385923251185,0.946351865749663,4.55332389316867e-06,5.04702243235067
169,208,250,2020-03-22 16:59:33,"RVI",169,0.0809966040752804,0.30711587981148,0.422361274185586,0.578644673577992,1.2728735084639,0.422361274185586,0.465914221774152,0.0187323555784845,0.0369811389782751,0.0593022935926737,0.243520622520298,0.522672653333048,1.03802773171168,2.77876782679127,1.12928645041766,1.5200819217045,0.931512862597169,3.37251575658596e-07,5.00066649144049
169,208,251,2020-03-23 16:50:42,"RVI",169,0.072958003957686,0.283695929519365,0.431844774590925,0.61251240973245,1.19228123194049,0.431844774590925,0.4628682105377,0.0180790678951566,0.0356914281082929,0.0552381056168484,0.235027882637036,0.507764148166519,0.688853831837883,1.84404019930814,0.145890234067095,0.196376311144627,0.961990962124389,0.000144270238083994,5.00254080166457
171,209,249,2020-03-28 16:58:49,"RVI",171,0.130273361386206,0.400536317107232,0.534208463388525,0.681595468728845,1.34210409702543,0.534208463388525,0.569472761297724,0.0176292417883667,0.0348004178331018,0.0531451183915905,0.230532250220203,0.404816991939813,0.926567476795442,2.49477345978815,0.842909801287457,1.14110987033411,0.94459519606518,3.22753675886106e-06,5.06400186143555
170,208,251,2020-03-29 16:51:23,"RVI",170,0.0742274464334227,0.325531926039708,0.575621654792649,0.850462899556675,1.47782706747045,0.575621654792649,0.629035294532386,0.0271090931597843,0.0535160729353107,0.124933498430797,0.353459330660257,0.561906992711772,0.522795171043593,1.40356936721498,-0.75114881552808,-1.01399113303118,0.945696471602648,4.25017332271078e-06,4.9772639530095
171,209,248,2020-04-01 05:17:21,"RVI",171,0.0344830345115727,0.19623253908729,0.324986842478433,0.511315929925864,1.30952171005345,0.324986842478433,0.382701076577403,0.0182087662345109,0.0359444087722712,0.0566966176909043,0.238110515708366,0.622184075983929,1.07318128915468,2.88952965086146,0.786813612891435,1.06516827590841,0.909947403585298,9.57028800431124e-09,4.96242108724325
172,207,253,2020-04-03 16:59:33,"RVI",172,0.146835318391427,0.416328302086656,0.607817882061401,0.84662306360423,1.5036469662675,0.607817882061401,0.654894305200485,0.0219421444560337,0.0433123439676001,0.0828107249726655,0.28776852672359,0.439412168404021,0.464298679721472,1.25370710124554,-0.47577548407462,-0.645921261053067,0.971418466774076,0.00129557917307163,5.05084736825649
171,207,251,2020-04-04 16:50:42,"RVI",171,0.0425966852342548,0.338439025460204,0.514846369788976,0.759394895988073,1.36458581308925,0.514846369788976,0.569271915637632,0.0215080352100173,0.0424572208528892,0.0791038439398036,0.28125405586374,0.494059250312237,0.584046754771291,1.57253991702591,-0.38173710873937,-0.516785997730673,0.960080156817883,8.40404695226185e-05,5.02066184743068
