"cwithin","chalf","call","week","band","count","MIN","P25","P50","P75","MAX","MEDIAN","MEAN","SE.MEAN","CI.MEAN.0.95","VAR","STD.DEV","COEF.VAR","SKEWNESS","SKEW.2SE","KURTOSIS","KURT.2SE","NORMTEST.W","NORMTEST.P","ENTROPY","date"
95,95,95,3,"s1_bs_VH_rAD",95,0.282107139882288,0.99864134283976,1.73359808503583,3.0598462859895,107.695524505641,1.73359808503583,3.58500582761857,1.14215420633479,2.26777395090427,123.929041949584,11.1323421592037,3.10525078465454,8.65673151726988,17.4909229522445,77.6090998638044,79.1654708964364,0.197528087613254,2.11412239846335e-20,3.48027072358877,"20200116T165850"
95,95,95,3,"s1_bs_rAD",95,0.589454060091707,1.40311267768027,2.14066219371113,2.99330737393341,7.11704825269125,2.14066219371113,2.43499772277664,0.141617899699805,0.281185659641877,1.90528480396149,1.38032054391779,0.566867283285916,1.1902234182106,2.40484599324206,1.19617883428272,1.22016697601858,0.901776471583659,2.87185799930852e-06,4.40857896027174,"20200116T165850"
95,95,95,4,"s1_bs_VH_rAD",95,0.487882424167208,0.855977789307587,1.16610481124886,1.84517678323591,3.27765491771668,1.16610481124886,1.4120391991569,0.0750364436592753,0.148986617879794,0.534894448318001,0.731364784712801,0.517949349529023,0.872474831679136,1.76283508714904,-0.345845216598576,-0.352780788301288,0.894556359624365,1.34931015730738e-06,4.42970825463943,"20200123T165043"
95,95,95,4,"s1_bs_rAD",95,0.570772642884078,1.41225761938309,1.87087503978759,2.36737437776086,4.00872789456851,1.87087503978759,1.91608750473425,0.078662443599292,0.156186125760904,0.587839103136121,0.766706660422434,0.400141777725737,0.60814851388379,1.22876385603998,0.188559709955519,0.192341081869525,0.96593840931056,0.0141610440172838,4.4753151311118,"20200123T165043"
95,95,95,5,"s1_bs_VH_rAD",95,0.326447678149632,0.844588451548951,1.16583633203978,1.81544738444377,6.68380206904344,1.16583633203978,1.43858226738367,0.0984675168979954,0.195509563063366,0.921105928985417,0.959742636848763,0.667144770659682,2.55971366090089,5.17190054159668,9.36588100800119,9.55370416174878,0.769152682088544,6.55455012720856e-11,4.38176597770242,"20200201T051721"
95,95,95,5,"s1_bs_rAD",95,0.617016196063151,1.26017648898332,1.55457424038364,2.23677789967728,5.86229380202619,1.55457424038364,1.85212942907762,0.0938326907774131,0.186307007151974,0.836434516560314,0.914567939827498,0.493792672082837,1.55954266104143,3.15105539204903,3.09162916538511,3.15362862273083,0.866746669843111,9.4255398106939e-08,4.44802933092706,"20200201T051721"
95,95,95,6,"s1_bs_VH_rAD",95,0.60150435406045,1.52688388483524,2.08759165255118,3.566897833658,11.7960831665602,2.08759165255118,2.93884827520244,0.220940205222424,0.438681956719942,4.63738455695406,2.15345874280286,0.732756012269642,1.58971602932649,3.2120206719391,2.52767062525814,2.57836047152734,0.82958730738904,4.34635275171779e-09,4.32900632782175,"20200209T165849"
95,95,95,6,"s1_bs_rAD",95,0.678949619714931,1.35342538634388,1.65671588195717,2.17905543809474,3.55444054197222,1.65671588195717,1.79827021749755,0.0640541074136349,0.127180931817613,0.38977822427296,0.624322211901002,0.347179309219613,0.806062827525642,1.62864965637351,0.0582551764903805,0.0594234244065347,0.941136765305402,0.000333331367616332,4.49686735582678,"20200209T165849"
94,94,94,7,"s1_bs_VH_rAD",94,0.86340617942452,1.67286835789532,2.24799067029859,3.1169594367271,6.94963339713308,2.24799067029859,2.51539465323228,0.118564155146572,0.235444914406442,1.32140113524831,1.14952213343124,0.456994743132695,1.46548439817737,2.94585767536622,2.93643831685576,2.98027585841684,0.886758236652617,6.8928809528669e-07,4.45060753894089,"20200216T165042"
94,94,94,7,"s1_bs_rAD",94,0.953050935105629,2.42042317791084,3.04866458588892,3.56427797622682,8.49335333858396,3.04866458588892,3.12914849350856,0.122958236615409,0.244170689359643,1.42116042744767,1.1921243338879,0.380974036981936,1.44209502373221,2.89884129749349,3.99681061781701,4.05647826026826,0.901639672445195,3.14206291085006e-06,4.47704794627798,"20200216T165042"
94,94,94,8,"s1_bs_VH_rAD",94,0.343548150049674,1.01572396111236,1.57254338896241,3.01237137964939,8.72586386367398,1.57254338896241,2.10369205813928,0.153775633128569,0.305367931268891,2.22281286234468,1.49091007855762,0.708711178895799,1.5992506951179,3.21474929443612,3.3843298339009,3.43485386462833,0.851512830988128,2.86293936665895e-08,4.32801931512384,"20200221T165849"
94,94,94,8,"s1_bs_rAD",94,0.714954972172583,1.38569415547147,2.03574611337729,3.05016018460795,9.51802278935189,2.03574611337729,2.44530448407038,0.149935483839975,0.297742155844242,2.11318103554679,1.45367844984604,0.594477480950058,1.8260086065441,3.67056890920354,5.02329383592348,5.09828565544912,0.847108143384754,1.98945892199887e-08,4.39402884896451,"20200221T165849"
97,97,97,9,"s1_bs_VH_rAD",97,0.446092594488166,0.748297212511021,1.11211066969755,1.75654870154555,5.82040979691836,1.11211066969755,1.47873342034259,0.113258025390375,0.224815403553906,1.2442558905867,1.11546218698201,0.754336225608256,1.84558613808248,3.76688234455514,3.0895288589556,3.18291730123614,0.772017662923402,5.81795778747237e-11,4.34969174868862,"20200228T165042"
97,97,97,9,"s1_bs_rAD",97,0.614200683860766,1.12777704152887,1.52567843546186,2.10214027294732,4.00079493111695,1.52567843546186,1.6675499968935,0.0743572001136135,0.147597875674259,0.536312341247389,0.732333490458677,0.439167336405475,0.880247117945921,1.79660394008001,0.0729144590499295,0.0751184739859491,0.92170655527744,2.28141389904018e-05,4.48478592896165,"20200228T165042"
