"cwithin","chalf","call","week","band","count","MIN","P25","P50","P75","MAX","MEDIAN","MEAN","SE.MEAN","CI.MEAN.0.95","VAR","STD.DEV","COEF.VAR","SKEWNESS","SKEW.2SE","KURTOSIS","KURT.2SE","NORMTEST.W","NORMTEST.P","ENTROPY","date"
15,15,15,3,"s1_coh6_VH",15,0.584520679070312,0.637447661196236,0.66631166451787,0.684957727973701,0.745130433522908,0.66631166451787,0.661455633976789,0.0106871941383519,0.0229217517191304,0.00171324177826236,0.0413913249155226,0.0625761166575459,-0.00500780519355719,-0.00431618526767753,-0.608846802027865,-0.271589075713949,0.985465698147864,0.993875396303107,2.70621958551223,"20200116T165849"
15,15,15,3,"s1_coh6_VV",15,0.342462271312366,0.400740863113076,0.468317036806076,0.496421511261889,0.523017648825908,0.468317036806076,0.444133372832381,0.0155005229333066,0.0332453152431207,0.00360399316808947,0.0600332671782027,0.135169457758491,-0.41146328900211,-0.354636755532325,-1.38753335341133,-0.618938786768912,0.904022604892945,0.109657098320225,2.69930528388228,"20200116T165849"
15,15,15,3,"s1_coh6",15,0.504452988517895,0.534156445194231,0.548529123092204,0.572729702945681,0.600540278699115,0.548529123092204,0.552794503404585,0.00731300729534074,0.0156848406956926,0.000802201135525604,0.028323155465548,0.0512363189053249,-0.0238099052559054,-0.0205215575123715,-1.15242257632918,-0.514062620177491,0.975428659979836,0.928732732893019,2.70682352587623,"20200116T165849"
17,17,17,4,"s1_coh6_VH",17,0.462909405911432,0.558622678281505,0.594961696748564,0.636002346244435,0.676495187056367,0.594961696748564,0.590941532988435,0.0149855041986507,0.031767849762222,0.00381761071349223,0.0617868166641738,0.104556564761514,-0.446124391015888,-0.405753967571219,-0.755388694996459,-0.355243717962472,0.953655029223301,0.516819287923747,2.8279595257588,"20200123T165042"
17,17,17,4,"s1_coh6_VV",17,0.244032090937605,0.292401620149301,0.333774571682445,0.373299754023645,0.558495901637855,0.333774571682445,0.354265640041089,0.0213826479120298,0.0453291886200942,0.00777269973940713,0.0881629158966917,0.248861040789805,0.953964680204302,0.86763907490976,-0.271813898570952,-0.127828468392252,0.872942054486769,0.0244775172595573,2.80581116894926,"20200123T165042"
17,17,17,4,"s1_coh6",17,0.374722051152033,0.44001721859102,0.471863377624453,0.505809967890547,0.607862917613749,0.471863377624453,0.472603586514762,0.0144760962742002,0.030687953203714,0.00356247517677851,0.0596864739851376,0.126292892581071,0.320504084932828,0.291501219622055,-0.412694609071417,-0.19408175986839,0.971492464181088,0.844043298392099,2.82576309230621,"20200123T165042"
19,19,19,5,"s1_coh6_VH",19,0.384762526494358,0.511487215300248,0.533678998215747,0.579671242041607,0.636415344245312,0.533678998215747,0.543776524647214,0.0138837216305606,0.0291686167742159,0.00366239679998301,0.0605177395478632,0.111291563362588,-0.628872144099426,-0.600336132566538,0.253576229316433,0.125004322534238,0.94915882802766,0.382360213976018,2.93837943546329,"20200201T051720"
19,19,19,5,"s1_coh6_VV",19,0.137344315033728,0.239919561420919,0.285585924307742,0.363403532148216,0.445420357368848,0.285585924307742,0.299689644910207,0.0205727759403201,0.0432217984019591,0.00804154308792169,0.0896746513119605,0.299225057772112,0.0529389650884795,0.0505367805864653,-1.07918569056071,-0.532001270390543,0.970934493312287,0.79498994341347,2.90083038233358,"20200201T051720"
19,19,19,5,"s1_coh6",19,0.334168715884775,0.380030709620376,0.412272790924773,0.471017766646535,0.504441926546135,0.412272790924773,0.42173308477871,0.0113571980132782,0.0238605876214779,0.0024507329875434,0.0495048784216606,0.117384384124467,0.0446098754934247,0.0425856358550415,-1.42696251059768,-0.70344323046316,0.937611383680009,0.238724590171822,2.93789877502731,"20200201T051720"
19,19,19,6,"s1_coh6_VH",19,0.589967833669624,0.634560939629877,0.650387838498644,0.679150180854323,0.704069831728746,0.650387838498644,0.653545911259256,0.00662765335586435,0.0139241830104129,0.0008345899911045,0.0288892712110309,0.0442038894488176,0.0180799069826493,0.0172595042362225,-0.59035260776522,-0.291023444858953,0.949717700808736,0.390857248984458,2.94351288953356,"20200204T165041"
19,19,19,6,"s1_coh6_VV",19,0.311724629525016,0.378663615528297,0.411863861849141,0.440939552866472,0.500157565528668,0.411863861849141,0.406582243730196,0.0127081255503612,0.0266987810589041,0.00306843264507111,0.0553934350358516,0.136241648252131,-0.0430877099834627,-0.0411325408754803,-0.913646441690356,-0.450396138420372,0.968708276940036,0.750358009302996,2.93556692914848,"20200204T165041"
19,19,19,6,"s1_coh6",19,0.473569255115785,0.51441326263907,0.522928564799885,0.54974483172913,0.590282626238092,0.522928564799885,0.530064077494726,0.00698522374683437,0.0146754105257394,0.000927073665073438,0.0304478844104716,0.0574418937317527,0.0402839521322567,0.0384560077187184,-0.679151346791635,-0.334798156091999,0.980522008118135,0.948222169394885,2.94287518935123,"20200204T165041"
19,19,19,7,"s1_coh6_VH",19,0.561109766310285,0.599665577439552,0.636278509897889,0.663409020681234,0.718328736175146,0.636278509897889,0.634598893967521,0.0097459031714757,0.0204753827750083,0.00180466994392782,0.0424814070379951,0.0669421384780562,0.011792707914932,0.011257596203876,-1.07086137539876,-0.527897670537409,0.969270281267692,0.761773920583189,2.94231366127701,"20200216T165041"
