"cwithin","chalf","call","week","band","count","MIN","P25","P50","P75","MAX","MEDIAN","MEAN","SE.MEAN","CI.MEAN.0.95","VAR","STD.DEV","COEF.VAR","SKEWNESS","SKEW.2SE","KURTOSIS","KURT.2SE","NORMTEST.W","NORMTEST.P","ENTROPY","date"
176,176,176,3,"s1_bs_VH_rAD",176,0.171850374097298,0.802343355752469,1.30374538004577,2.11565993251919,10.2411118373587,1.30374538004577,1.75594114900404,0.116936940450426,0.230788202935777,2.40666765537552,1.55134382242478,0.883482811086632,2.74150766594913,7.48680045936054,9.76252608990989,13.4028046307283,0.721531806074477,6.95848518060061e-17,4.88721222626662,"20200116T165850"
176,176,176,3,"s1_bs_rAD",176,0.262035808342519,0.687160954370761,0.899383228811345,1.29600732947925,3.48119435739155,0.899383228811345,1.05374186620479,0.0405681181044553,0.0800657434489901,0.289655908350517,0.538196904813208,0.510748336071725,1.51076199865924,4.12574940644223,2.99544402361729,4.11239372484954,0.882854874115557,1.62771579207889e-10,5.05536340683544,"20200116T165850"
188,188,188,4,"s1_bs_VH_rAD",188,0.203188334180285,0.62666207289374,0.971621757787716,1.5091289255762,3.39836332449896,0.971621757787716,1.1476661437915,0.0502170584340157,0.0990647495792913,0.474089556059885,0.688541615343535,0.599949400849997,1.2172671142204,3.43387592028896,1.21726396503677,1.72570394706585,0.894468256628171,2.84229402306074e-10,5.07364834126994,"20200123T165043"
188,188,188,4,"s1_bs_rAD",188,0.333087096741365,0.831246232621634,1.12432564187266,1.57999620631323,5.52654605407786,1.12432564187266,1.27740457172917,0.049616064911105,0.0978791510057677,0.462809732685441,0.680301207323228,0.532565189118065,2.20325967398288,6.21533289797202,8.3221205063458,11.79819383327,0.830925456429778,1.66919844075227e-13,5.11814172254043,"20200123T165043"
174,174,174,5,"s1_bs_VH_rAD",174,0.205367428075707,0.771348713412035,1.18346027945204,2.0092246925454,7.62134878741608,1.18346027945204,1.59868318720419,0.09857628455764,0.194567044956738,1.69080739463085,1.30031049931578,0.813363466710242,2.13910005367068,5.80895059774854,5.27391451704956,7.20032616330345,0.773048336296998,3.90336246128268e-15,4.90141618014356,"20200201T051721"
174,174,174,5,"s1_bs_rAD",174,0.330758216195433,0.826009878176116,1.12586354905541,1.50848245278741,3.10512629612919,1.12586354905541,1.24175153442377,0.0399470205423739,0.0788462841405946,0.277663014337035,0.526937391287651,0.42435010280231,1.02317844566261,2.77854840559518,0.888946370830641,1.2136533102638,0.927417607695636,1.19430059145061e-07,5.0752491936266,"20200201T051721"
177,177,177,6,"s1_bs_VH_rAD",177,0.284748195190331,0.778233923535941,1.28866199443183,2.31814197298693,8.81245218857257,1.28866199443183,1.74007936291692,0.106729600896505,0.210634537555401,2.01624376423233,1.41994498634008,0.81602311745127,2.12810066481271,5.82785660670154,5.75364171752399,7.92088106329351,0.79046534712954,1.1854658987563e-14,4.91206527250805,"20200209T165849"
177,177,177,6,"s1_bs_rAD",177,0.53413245345084,1.04874290281584,1.32986075246146,1.7044140756724,4.07358314391444,1.32986075246146,1.45252721823226,0.0459063214977531,0.0905977040889076,0.373008092561547,0.610743884587923,0.420469838307888,1.40049641613072,3.83529427266427,2.73868979199656,3.77027927296731,0.899188945358638,1.29427777156265e-09,5.09650047806967,"20200209T165849"
184,184,184,7,"s1_bs_VH_rAD",184,0.564309133380546,1.50606367791328,2.05784582917025,3.06859655190769,7.14612025110708,2.05784582917025,2.37885340105206,0.0921121595879113,0.181738388395882,1.56117558968659,1.24947012356702,0.525240488974409,1.37184095724701,3.82918235595292,2.26472478856664,3.17721425731249,0.89369278818334,3.49800657111522e-10,5.09136680342006,"20200216T165042"
184,184,184,7,"s1_bs_rAD",184,0.574413912139678,1.13866746092602,1.62725459567051,2.16414531276788,5.2298503731583,1.62725459567051,1.75355169316668,0.0616139891525714,0.1215651347371,0.698516193309947,0.835772812018881,0.476617150937585,1.31196239899948,3.66204496474872,2.22516799224813,3.12171947142448,0.905355407876227,1.81816989183903e-09,5.11189647411652,"20200216T165042"
