"cwithin","chalf","call","week","band","count","MIN","P25","P50","P75","MAX","MEDIAN","MEAN","SE.MEAN","CI.MEAN.0.95","VAR","STD.DEV","COEF.VAR","SKEWNESS","SKEW.2SE","KURTOSIS","KURT.2SE","NORMTEST.W","NORMTEST.P","ENTROPY","date"
36,36,36,3,"s1_coh6_VH",36,0.523513075861284,0.607388611387396,0.643891031265953,0.665362624605743,0.73087034804416,0.643891031265953,0.634389210567225,0.00913248045004954,0.0185399209662368,0.00300247917013934,0.0547948827002973,0.0863742349137742,-0.414816896633809,-0.528370021461999,-0.496892047473942,-0.32346537223547,0.950078007321394,0.105168176884286,3.57983555988124,"20200116T165849"
36,36,36,3,"s1_coh6_VV",36,0.195210106656592,0.279387155238019,0.313936190613671,0.381419955814783,0.483072102342979,0.313936190613671,0.32834351105514,0.0117538969736293,0.0238616794340026,0.00497354738640091,0.0705233818417758,0.214785367967672,0.210023226910016,0.267515566049676,-0.800388417439186,-0.521034576214468,0.977809568658898,0.671033848435227,3.56105281284518,"20200116T165849"
36,36,36,3,"s1_coh6",36,0.36849726629072,0.448515864603877,0.478999195752762,0.511139299889979,0.581043167902414,0.478999195752762,0.481366360811183,0.0081187105739769,0.0164818587034004,0.00237288460982416,0.0487122634438614,0.101195819670018,0.194264206601512,0.24744262792639,-0.358273157837575,-0.233227641599528,0.977102052603081,0.646965346101599,3.57855121676781,"20200116T165849"
39,39,39,4,"s1_coh6_VH",39,0.588459759620337,0.60335764448018,0.641025935840841,0.666300871512452,0.723909690729258,0.641025935840841,0.643345353094037,0.00634773224104756,0.0128503121028525,0.00157145447955735,0.039641575139711,0.0616178774729048,0.351283623785142,0.464390882403672,-1.01051991252017,-0.681861948218686,0.939412182654785,0.0363919916794716,3.66172332236844,"20200123T165042"
39,39,39,4,"s1_coh6_VV",39,0.285257771777523,0.395671478557162,0.419690665956087,0.451921864853136,0.48765144490088,0.419690665956087,0.418331671262722,0.00715331912556439,0.0144811374903924,0.00199562900597445,0.0446724636210546,0.106787189901764,-0.853628248144444,-1.12848179806686,0.496021257248049,0.334697037272172,0.942830704487303,0.0472473168820891,3.65778860587274,"20200123T165042"
39,39,39,4,"s1_coh6",39,0.443844376697573,0.508351453396171,0.535689650657977,0.551198368932824,0.595305598027102,0.535689650657977,0.530838512178379,0.0051367728282584,0.0103988529348679,0.00102907096847622,0.032079136030701,0.0604310638635829,-0.451341793896013,-0.596666054837856,-0.135578716180177,-0.0914835684148459,0.979326546297296,0.679084498750313,3.66176256182687,"20200123T165042"
36,36,36,5,"s1_coh6_VH",36,0.342318498560741,0.417487037886686,0.450463447902758,0.49056813907722,0.657336977532508,0.450463447902758,0.459025325480125,0.0123782141865256,0.0251291107576464,0.00551592671211011,0.0742692851191535,0.161797794144518,0.928937810860599,1.18322781700612,0.619615435985804,0.40335549474557,0.923698865435145,0.0161890180465969,3.57127131672833,"20200201T051720"
36,36,36,5,"s1_coh6_VV",36,0.187684250553989,0.24626455875605,0.290681838317249,0.359068561992492,0.39359773572225,0.290681838317249,0.295481988273395,0.0103248187399114,0.0209604963816419,0.00383766775243293,0.0619489124394684,0.209653768750703,0.0575191136486531,0.0732645549389055,-1.44160909284997,-0.938454588290037,0.925738286189073,0.0186228185209489,3.56197955000257,"20200201T051720"
36,36,36,5,"s1_coh6",36,0.291298875541802,0.332224922282561,0.363401042990749,0.411654373779872,0.515132316150139,0.363401042990749,0.37725365687676,0.00954633108114209,0.0193800824135292,0.00328076773598806,0.0572779864868526,0.151828843651379,0.81898905662297,1.04318138662279,-0.206722018614657,-0.134571311898415,0.920066845762863,0.0126447621709689,3.57268267045369,"20200201T051720"
36,36,36,6,"s1_coh6_VH",36,0.480530471220066,0.549131867829417,0.576523412630989,0.599483071858538,0.672371938908245,0.576523412630989,0.574796670858768,0.00637956532035462,0.0129512061356428,0.00146515873236017,0.0382773919221277,0.0665929255730376,-0.063343125013514,-0.0806828472862469,0.245021777659487,0.159503580142483,0.98614526428201,0.923313432516577,3.58135473704236,"20200204T165041"
